订单号,商品ID,商品名,单价,数量,总价,下单时间
700010202001033907,700010,儿童口罩,20,29,580,2020-01-03 08:39:07
700010202001033952,700010,儿童口罩,20,20,400,2020-01-03 08:39:52
700010202001035508,700010,儿童口罩,20,15,300,2020-01-03 08:55:08
700010202001030845,700010,儿童口罩,20,24,480,2020-01-03 09:08:45
700014202001033038,700014,消毒液,28,47,1316,2020-01-03 09:30:38
700014202001033243,700014,消毒液,28,46,1288,2020-01-03 09:32:43
700011202001033501,700011,袜子,5,27,135,2020-01-03 09:35:01
700010202001031445,700010,儿童口罩,20,20,400,2020-01-03 10:14:45
700014202001035824,700014,消毒液,28,26,728,2020-01-03 10:58:24
700010202001030515,700010,儿童口罩,20,35,700,2020-01-03 11:05:15
700010202001031337,700010,儿童口罩,20,20,400,2020-01-03 11:13:37
700010202001031919,700010,儿童口罩,20,15,300,2020-01-03 11:19:19
700014202001035954,700014,消毒液,28,41,1148,2020-01-03 11:59:54
700015202001032959,700015,驱蚊贴,25,20,500,2020-01-03 12:29:59
700014202001030233,700014,消毒液,28,14,392,2020-01-03 13:02:33
700014202001031116,700014,消毒液,28,36,1008,2020-01-03 13:11:16
700013202001031701,700013,酒精棉片,15,27,405,2020-01-03 13:17:01
700013202001031701,700013,酒精棉片,15,27,405,2020-01-03 13:17:01
700015202001035938,700015,驱蚊贴,25,26,650,2020-01-03 13:59:38
700014202001035926,700014,消毒液,28,18,504,2020-01-03 14:59:26
700012202001032112,700012,隔汗巾,8,11,88,2020-01-03 15:21:12
700011202001032447,700011,袜子,5,30,150,2020-01-03 15:24:47
700015202001033134,700015,驱蚊贴,25,23,575,2020-01-03 15:31:34
700015202001034507,700015,驱蚊贴,25,6,150,2020-01-03 15:45:07
700012202001033144,700012,隔汗巾,8,15,120,2020-01-03 17:31:44
700012202001035708,700012,隔汗巾,8,13,104,2020-01-03 17:57:08
700015202001030220,700015,驱蚊贴,25,23,575,2020-01-03 18:02:20
700013202001032055,700013,酒精棉片,15,22,330,2020-01-03 18:20:55
700012202001033019,700012,隔汗巾,8,22,176,2020-01-03 18:30:19
700015202001032009,700015,驱蚊贴,25,10,250,2020-01-03 19:20:09
700014202001033135,700014,消毒液,28,28,784,2020-01-03 19:31:35
700012202001030741,700012,隔汗巾,8,13,104,2020-01-03 20:07:41
700012202001034441,700012,隔汗巾,8,20,160,2020-01-03 20:44:41
700012202001035707,700012,隔汗巾,8,13,104,2020-01-03 20:57:07
700015202001035738,700015,驱蚊贴,25,22,550,2020-01-03 21:57:38
700010202001032851,700010,儿童口罩,20,16,320,2020-01-03 22:28:51
700015202001035354,700015,驱蚊贴,25,22,550,2020-01-03 22:53:54
700012202001035401,700012,隔汗巾,8,30,240,2020-01-03 22:54:01
700010202001030058,700010,儿童口罩,20,20,400,2020-01-03 23:00:58
700010202001030058,700010,儿童口罩,20,12,240,2020-01-03 23:00:58
700010202001030254,700010,儿童口罩,20,20,400,2020-01-03 23:02:54
700010202001030254,700010,儿童口罩,20,25,500,2020-01-03 23:02:54
700010202001030349,700010,儿童口罩,20,25,500,2020-01-03 23:03:49
700010202001030351,700010,儿童口罩,20,14,280,2020-01-03 23:03:51
700010202001030351,700010,儿童口罩,20,15,300,2020-01-03 23:03:51
700010202001031006,700010,儿童口罩,20,25,500,2020-01-03 23:10:06
700010202001031006,700010,儿童口罩,20,20,400,2020-01-03 23:10:06
700015202001031626,700015,驱蚊贴,25,24,600,2020-01-03 23:16:26
700014202001033713,700014,消毒液,28,41,1148,2020-01-03 23:37:13
700010202001033732,700010,儿童口罩,20,18,360,2020-01-03 23:37:32
700010202001033732,700010,儿童口罩,20,15,300,2020-01-03 23:37:32
700010202001034455,700010,儿童口罩,20,15,300,2020-01-03 23:44:55
700010202001034616,700010,儿童口罩,20,22,440,2020-01-03 23:46:16
700010202001034616,700010,儿童口罩,20,25,500,2020-01-03 23:46:16
700015202001041029,700015,驱蚊贴,25,28,700,2020-01-04 00:10:29
700014202001045347,700014,消毒液,28,44,1232,2020-01-04 00:53:47
700015202001042738,700015,驱蚊贴,25,9,225,2020-01-04 01:27:38
700014202001044752,700014,消毒液,28,40,1120,2020-01-04 01:47:52
700015202001045354,700015,驱蚊贴,25,24,600,2020-01-04 01:53:54
700015202001042014,700015,驱蚊贴,25,23,575,2020-01-04 02:20:14
700014202001041316,700014,消毒液,28,41,1148,2020-01-04 03:13:16
700014202001043421,700014,消毒液,28,46,1288,2020-01-04 04:34:21
700014202001040614,700014,消毒液,28,45,1260,2020-01-04 05:06:14
700015202001043014,700015,驱蚊贴,25,12,300,2020-01-04 05:30:14
700012202001040124,700012,隔汗巾,8,19,152,2020-01-04 06:01:24
700015202001041535,700015,驱蚊贴,25,25,625,2020-01-04 06:15:35
700015202001042631,700015,驱蚊贴,25,24,600,2020-01-04 06:26:31
700015202001041027,700015,驱蚊贴,25,25,625,2020-01-04 07:10:27
700012202001041032,700012,隔汗巾,8,16,128,2020-01-04 07:10:32
700010202001042500,700010,儿童口罩,20,19,380,2020-01-04 07:25:00
700010202001042500,700010,儿童口罩,20,25,500,2020-01-04 07:25:00
700012202001042656,700012,隔汗巾,8,22,176,2020-01-04 07:26:56
700010202001043453,700010,儿童口罩,20,15,300,2020-01-04 07:34:53
700010202001043538,700010,儿童口罩,20,15,300,2020-01-04 07:35:38
700010202001044356,700010,儿童口罩,20,35,700,2020-01-04 07:43:56
700010202001045443,700010,儿童口罩,20,15,300,2020-01-04 07:54:43
700010202001045443,700010,儿童口罩,20,18,360,2020-01-04 07:54:43
700010202001045613,700010,儿童口罩,20,20,400,2020-01-04 07:56:13
700010202001045929,700010,儿童口罩,20,15,300,2020-01-04 07:59:29
700010202001045929,700010,儿童口罩,20,15,300,2020-01-04 07:59:29
700010202001040101,700010,儿童口罩,20,25,500,2020-01-04 08:01:01
700010202001040815,700010,儿童口罩,20,25,500,2020-01-04 08:08:15
700010202001042319,700010,儿童口罩,20,20,400,2020-01-04 08:23:19
700010202001044633,700010,儿童口罩,20,30,600,2020-01-04 08:46:33
700010202001044633,700010,儿童口罩,20,50,1000,2020-01-04 08:46:33
700010202001040523,700010,儿童口罩,20,23,460,2020-01-04 09:05:23
700010202001040523,700010,儿童口罩,20,15,300,2020-01-04 09:05:23
700010202001041549,700010,儿童口罩,20,15,300,2020-01-04 09:15:49
700012202001041606,700012,隔汗巾,8,20,160,2020-01-04 09:16:06
700010202001042745,700010,儿童口罩,20,35,700,2020-01-04 09:27:45
700010202001042745,700010,儿童口罩,20,15,300,2020-01-04 09:27:45
700010202001042928,700010,儿童口罩,20,10,200,2020-01-04 09:29:28
700010202001042928,700010,儿童口罩,20,17,340,2020-01-04 09:29:28
700010202001043125,700010,儿童口罩,20,15,300,2020-01-04 09:31:25
700010202001043125,700010,儿童口罩,20,17,340,2020-01-04 09:31:25
700012202001042059,700012,隔汗巾,8,18,144,2020-01-04 10:20:59
700014202001044154,700014,消毒液,28,25,700,2020-01-04 10:41:54
700014202001042608,700014,消毒液,28,47,1316,2020-01-04 11:26:08
700014202001044729,700014,消毒液,28,25,700,2020-01-04 11:47:29
700015202001040439,700015,驱蚊贴,25,20,500,2020-01-04 12:04:39
700015202001040220,700015,驱蚊贴,25,14,350,2020-01-04 15:02:20
700015202001044015,700015,驱蚊贴,25,15,375,2020-01-04 17:40:15
700014202001040945,700014,消毒液,28,49,1372,2020-01-04 18:09:45
700015202001042504,700015,驱蚊贴,25,12,300,2020-01-04 19:25:04
700012202001043253,700012,隔汗巾,8,16,128,2020-01-04 19:32:53
700014202001043619,700014,消毒液,28,34,952,2020-01-04 19:36:19
700014202001044137,700014,消毒液,28,48,1344,2020-01-04 19:41:37
700012202001045141,700012,隔汗巾,8,28,224,2020-01-04 19:51:41
700014202001043506,700014,消毒液,28,48,1344,2020-01-04 20:35:06
700012202001044244,700012,隔汗巾,8,13,104,2020-01-04 20:42:44
700013202001044720,700013,酒精棉片,15,18,270,2020-01-04 20:47:20
700013202001044940,700013,酒精棉片,15,38,570,2020-01-04 20:49:40
700014202001042342,700014,消毒液,28,34,952,2020-01-04 21:23:42
700015202001044038,700015,驱蚊贴,25,26,650,2020-01-04 21:40:38
700013202001044054,700013,酒精棉片,15,16,240,2020-01-04 21:40:54
700013202001044054,700013,酒精棉片,15,16,240,2020-01-04 21:40:54
700010202001040739,700010,儿童口罩,20,30,600,2020-01-04 22:07:39
700010202001041315,700010,儿童口罩,20,22,440,2020-01-04 22:13:15
700010202001041823,700010,儿童口罩,20,15,300,2020-01-04 22:18:23
700010202001040142,700010,儿童口罩,20,18,360,2020-01-04 23:01:42
700010202001040612,700010,儿童口罩,20,30,600,2020-01-04 23:06:12
700014202001040657,700014,消毒液,28,34,952,2020-01-04 23:06:57
700010202001040943,700010,儿童口罩,20,25,500,2020-01-04 23:09:43
700012202001043932,700012,隔汗巾,8,22,176,2020-01-04 23:39:32
700010202001044256,700010,儿童口罩,20,16,320,2020-01-04 23:42:56
700010202001045943,700010,儿童口罩,20,12,240,2020-01-04 23:59:43
700015202001053242,700015,驱蚊贴,25,19,475,2020-01-05 00:32:42
700014202001054837,700014,消毒液,28,32,896,2020-01-05 00:48:37
700015202001052407,700015,驱蚊贴,25,8,200,2020-01-05 03:24:07
700013202001054458,700013,酒精棉片,15,22,330,2020-01-05 04:44:58
700012202001054830,700012,隔汗巾,8,26,208,2020-01-05 04:48:30
700012202001052938,700012,隔汗巾,8,24,192,2020-01-05 05:29:38
700012202001053847,700012,隔汗巾,8,12,96,2020-01-05 05:38:47
700012202001051244,700012,隔汗巾,8,23,184,2020-01-05 06:12:44
700013202001051558,700013,酒精棉片,15,15,225,2020-01-05 06:15:58
700012202001052609,700012,隔汗巾,8,23,184,2020-01-05 06:26:09
700014202001053402,700014,消毒液,28,26,728,2020-01-05 07:34:02
700010202001053500,700010,儿童口罩,20,19,380,2020-01-05 07:35:00
700010202001053940,700010,儿童口罩,20,16,320,2020-01-05 07:39:40
700014202001054359,700014,消毒液,28,24,672,2020-01-05 07:43:59
700010202001055235,700010,儿童口罩,20,15,300,2020-01-05 07:52:35
700010202001052446,700010,儿童口罩,20,43,860,2020-01-05 08:24:46
700010202001054012,700010,儿童口罩,20,12,240,2020-01-05 08:40:12
700010202001050410,700010,儿童口罩,20,25,500,2020-01-05 09:04:10
700014202001050608,700014,消毒液,28,46,1288,2020-01-05 09:06:08
700010202001051746,700010,儿童口罩,20,18,360,2020-01-05 09:17:46
700010202001053404,700010,儿童口罩,20,16,320,2020-01-05 09:34:04
700014202001055009,700014,消毒液,28,23,644,2020-01-05 09:50:09
700010202001050022,700010,儿童口罩,20,12,240,2020-01-05 10:00:22
700010202001052900,700010,儿童口罩,20,25,500,2020-01-05 10:29:00
700010202001053048,700010,儿童口罩,20,15,300,2020-01-05 10:30:48
700010202001053218,700010,儿童口罩,20,13,260,2020-01-05 10:32:18
700010202001053218,700010,儿童口罩,20,38,760,2020-01-05 10:32:18
700010202001054832,700010,儿童口罩,20,22,440,2020-01-05 10:48:32
700013202001055614,700013,酒精棉片,15,25,375,2020-01-05 10:56:14
700010202001050425,700010,儿童口罩,20,25,500,2020-01-05 11:04:25
700010202001050425,700010,儿童口罩,20,15,300,2020-01-05 11:04:25
700010202001050520,700010,儿童口罩,20,12,240,2020-01-05 11:05:20
700010202001050634,700010,儿童口罩,20,20,400,2020-01-05 11:06:34
700010202001050634,700010,儿童口罩,20,20,400,2020-01-05 11:06:34
700010202001052126,700010,儿童口罩,20,15,300,2020-01-05 11:21:26
700014202001052604,700014,消毒液,28,39,1092,2020-01-05 11:26:04
700010202001052806,700010,儿童口罩,20,10,200,2020-01-05 11:28:06
700010202001052806,700010,儿童口罩,20,30,600,2020-01-05 11:28:06
700010202001053528,700010,儿童口罩,20,17,340,2020-01-05 11:35:28
700012202001054020,700012,隔汗巾,8,24,192,2020-01-05 11:40:20
700010202001050237,700010,儿童口罩,20,15,300,2020-01-05 12:02:37
700010202001050331,700010,儿童口罩,20,50,1000,2020-01-05 12:03:31
700010202001051245,700010,儿童口罩,20,12,240,2020-01-05 12:12:45
700014202001051552,700014,消毒液,28,49,1372,2020-01-05 12:15:52
700010202001052624,700010,儿童口罩,20,35,700,2020-01-05 12:26:24
700010202001052624,700010,儿童口罩,20,12,240,2020-01-05 12:26:24
700010202001052948,700010,儿童口罩,20,12,240,2020-01-05 12:29:48
700010202001052948,700010,儿童口罩,20,22,440,2020-01-05 12:29:48
700010202001053838,700010,儿童口罩,20,17,340,2020-01-05 12:38:38
700010202001055405,700010,儿童口罩,20,17,340,2020-01-05 12:54:05
700010202001055405,700010,儿童口罩,20,29,580,2020-01-05 12:54:05
700010202001050025,700010,儿童口罩,20,15,300,2020-01-05 13:00:25
700010202001050025,700010,儿童口罩,20,18,360,2020-01-05 13:00:25
700010202001050606,700010,儿童口罩,20,15,300,2020-01-05 13:06:06
700014202001051009,700014,消毒液,28,22,616,2020-01-05 13:10:09
700012202001052312,700012,隔汗巾,8,24,192,2020-01-05 13:23:12
700010202001052320,700010,儿童口罩,20,15,300,2020-01-05 13:23:20
700010202001052320,700010,儿童口罩,20,19,380,2020-01-05 13:23:20
700010202001053310,700010,儿童口罩,20,50,1000,2020-01-05 13:33:10
700010202001053310,700010,儿童口罩,20,15,300,2020-01-05 13:33:10
700014202001053727,700014,消毒液,28,29,812,2020-01-05 13:37:27
700014202001053920,700014,消毒液,28,44,1232,2020-01-05 13:39:20
700010202001054047,700010,儿童口罩,20,29,580,2020-01-05 13:40:47
700010202001054047,700010,儿童口罩,20,19,380,2020-01-05 13:40:47
700013202001050431,700013,酒精棉片,15,44,660,2020-01-05 14:04:31
700010202001050633,700010,儿童口罩,20,12,240,2020-01-05 14:06:33
700010202001051151,700010,儿童口罩,20,12,240,2020-01-05 14:11:51
700010202001052651,700010,儿童口罩,20,19,380,2020-01-05 14:26:51
700010202001052651,700010,儿童口罩,20,13,260,2020-01-05 14:26:51
700010202001050633,700010,儿童口罩,20,25,500,2020-01-05 15:06:33
700010202001050633,700010,儿童口罩,20,18,360,2020-01-05 15:06:33
700010202001051152,700010,儿童口罩,20,19,380,2020-01-05 15:11:52
700010202001051152,700010,儿童口罩,20,13,260,2020-01-05 15:11:52
700010202001052047,700010,儿童口罩,20,50,1000,2020-01-05 15:20:47
700010202001052155,700010,儿童口罩,20,29,580,2020-01-05 15:21:55
700010202001052523,700010,儿童口罩,20,10,200,2020-01-05 15:25:23
700010202001050112,700010,儿童口罩,20,12,240,2020-01-05 16:01:12
700012202001050413,700012,隔汗巾,8,28,224,2020-01-05 16:04:13
700010202001050916,700010,儿童口罩,20,43,860,2020-01-05 16:09:16
700010202001050916,700010,儿童口罩,20,12,240,2020-01-05 16:09:16
700010202001050956,700010,儿童口罩,20,18,360,2020-01-05 16:09:56
700010202001051152,700010,儿童口罩,20,12,240,2020-01-05 16:11:52
700014202001052135,700014,消毒液,28,21,588,2020-01-05 16:21:35
700010202001052339,700010,儿童口罩,20,23,460,2020-01-05 16:23:39
700010202001053105,700010,儿童口罩,20,19,380,2020-01-05 16:31:05
700010202001053616,700010,儿童口罩,20,15,300,2020-01-05 16:36:16
700010202001053616,700010,儿童口罩,20,12,240,2020-01-05 16:36:16
700011202001054549,700011,袜子,5,23,115,2020-01-05 16:45:49
