订单号,商品ID,商品名,品牌,类别,规格,单价,数量,总价,下单时间
98232020030034,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-03 18:16:05
98232020030035,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-03-03 18:19:40
98232020030036,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-03-03 20:11:02
98232020030037,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-04 08:01:01
98232020030038,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-03-04 09:15:49
98232020030039,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-03-04 10:43:13
98232020030040,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-03-04 11:06:42
98232020030041,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-04 12:52:41
98232020030042,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,2,30,2020-03-04 18:50:05
98232020030043,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-03-04 23:09:43
98232020030044,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-04 23:09:57
98232020030045,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-03-05 07:15:47
98232020030046,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-05 09:17:46
98232020030047,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-05 11:35:28
98232020030048,700008,榴莲味薯片,开口哭牌,零食,200克,20,20,400,2020-03-05 12:02:37
98232020030049,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-03-05 15:21:55
98232020030050,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-05 15:25:23
98232020030051,700008,榴莲味薯片,开口哭牌,零食,200克,20,5,100,2020-03-05 16:31:05
98232020030052,700002,榴莲味口香糖,开口哭牌,零食,100克,15,2,30,2020-03-05 16:48:39
98232020030053,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2020-03-05 18:20:00
98232020030054,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-03-05 18:42:41
98232020030055,700008,榴莲味薯片,开口哭牌,零食,200克,20,10,200,2020-03-05 22:01:12
98232020030056,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-05 23:44:53
98232020030057,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-06 08:59:22
98232020030058,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-06 14:16:19
98232020030059,700014,有点酸可乐,君再来牌,饮料,550毫升,5,2,10,2020-03-06 17:42:39
98232020030060,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-03-06 19:32:51
98232020030061,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-06 21:07:58
98232020030062,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-03-06 21:11:04
98232020030063,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-06 21:46:36
98232020030064,700015,青草味可乐,君再来牌,饮料,550毫升,5,2,10,2020-03-06 23:15:55
98232020030065,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-07 07:42:30
98232020030066,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-07 11:45:03
98232020030067,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-07 12:38:09
98232020030068,700014,有点酸可乐,君再来牌,饮料,550毫升,5,5,25,2020-03-07 13:00:57
98232020030069,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-03-07 17:32:31
98232020030070,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-07 20:10:30
98232020030071,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-07 20:15:29
98232020030072,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-03-07 20:57:28
98232020030073,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-08 07:40:47
98232020030074,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-08 09:40:41
98232020030075,700011,蟹黄味薯片,开口哭牌,零食,200克,20,2,40,2020-03-08 10:01:11
98232020030076,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-08 10:10:24
98232020030077,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-03-08 10:49:49
98232020030078,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-08 14:40:44
98232020030079,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-08 14:57:11
98232020030080,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-08 16:00:09
98232020030081,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-03-08 18:21:17
98232020030082,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-08 20:04:06
98232020030083,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-08 21:08:07
98232020030084,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-08 22:05:26
98232020030085,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-09 08:01:17
98232020030086,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-03-09 13:35:24
98232020030087,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-09 18:51:50
98232020030088,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-09 19:29:16
98232020030089,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-09 19:50:59
98232020030090,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-03-09 20:55:33
98232020030091,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-03-10 07:39:37
98232020030092,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-10 08:53:09
98232020030093,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-10 10:09:12
98232020030094,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-10 10:18:14
98232020030095,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-10 12:39:52
98232020030096,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-10 12:56:23
98232020030097,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-03-10 13:26:51
98232020030098,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,5,75,2020-03-10 13:37:10
98232020030099,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-03-10 13:55:03
98232020030100,700015,青草味可乐,君再来牌,饮料,550毫升,5,5,25,2020-03-10 14:07:11
98232020030101,700011,蟹黄味薯片,开口哭牌,零食,200克,20,5,100,2020-03-10 16:50:08
98232020030102,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-10 17:18:22
98232020030103,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-10 21:59:13
98232020030104,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-03-10 22:16:01
98232020030105,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-03-10 23:42:51
98232020030106,700006,没有一点味口香糖,开口哭牌,零食,100克,15,2,30,2020-03-10 23:52:03
98232020030107,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-03-11 09:47:42
98232020030108,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-11 10:17:18
98232020030109,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-03-11 11:09:44
98232020030110,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-03-11 11:10:33
98232020030111,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-11 12:43:06
98232020030112,700013,火龙果可乐,君再来牌,饮料,550毫升,5,10,50,2020-03-11 14:07:48
98232020030113,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-11 14:40:25
98232020030114,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-11 15:38:20
98232020030115,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-12 15:41:55
98232020030116,700006,没有一点味口香糖,开口哭牌,零食,100克,15,2,30,2020-03-12 16:32:04
98232020030117,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-12 17:29:14
98232020030118,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-03-12 22:05:48
98232020030119,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-13 07:07:39
98232020030120,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,2,10,2020-03-13 07:52:12
98232020030121,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-13 08:20:54
98232020030122,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-13 09:29:03
98232020030123,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-03-13 13:24:22
98232020030124,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-13 14:02:37
98232020030125,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,2,30,2020-03-13 16:38:18
98232020030126,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,10,150,2020-03-13 18:14:31
98232020030127,700012,没有一点味薯片,开口哭牌,零食,200克,20,2,40,2020-03-13 20:38:30
98232020030128,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-13 22:30:22
98232020030129,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-13 22:40:40
98232020030130,700011,蟹黄味薯片,开口哭牌,零食,200克,20,2,40,2020-03-13 23:56:24
98232020030131,700014,有点酸可乐,君再来牌,饮料,550毫升,5,5,25,2020-03-14 07:36:05
98232020030132,700011,蟹黄味薯片,开口哭牌,零食,200克,20,5,100,2020-03-14 08:11:27
98232020030133,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-03-14 08:32:54
98232020030134,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-03-14 10:48:25
98232020030135,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,10,50,2020-03-14 11:29:44
98232020030136,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-03-14 20:48:31
98232020030137,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-14 21:17:25
98232020030138,700013,火龙果可乐,君再来牌,饮料,550毫升,5,5,25,2020-03-14 22:25:13
98232020030139,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-14 23:33:20
98232020030140,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-15 08:44:09
98232020030141,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-15 09:28:54
98232020030142,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-15 10:01:14
98232020030143,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-15 14:17:26
98232020030144,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-15 14:31:53
98232020030145,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-15 16:20:42
98232020030146,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-03-15 17:22:55
98232020030147,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-15 17:44:29
98232020030148,700003,芹菜味口香糖,开口哭牌,零食,100克,15,2,30,2020-03-15 18:21:02
98232020030149,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-03-15 21:39:56
98232020030150,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-15 21:44:03
98232020030151,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-03-15 22:22:40
98232020030152,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-15 22:49:15
98232020030153,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-16 10:45:09
98232020030154,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-03-16 13:30:33
98232020030155,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-16 14:44:37
98232020030156,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-16 15:30:11
98232020030157,700013,火龙果可乐,君再来牌,饮料,550毫升,5,5,25,2020-03-16 15:34:50
98232020030158,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,5,100,2020-03-16 17:35:40
98232020030159,700010,麻辣味口香糖,开口哭牌,零食,200克,20,5,100,2020-03-16 20:04:50
98232020030160,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-03-16 20:55:14
98232020030161,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-16 21:22:50
98232020030162,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-16 22:33:12
98232020030163,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-17 07:09:24
98232020030164,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-17 08:19:25
98232020030165,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-17 09:11:16
98232020030166,700003,芹菜味口香糖,开口哭牌,零食,100克,15,5,75,2020-03-17 10:03:43
98232020030167,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-17 10:22:29
98232020030168,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-03-17 12:51:02
98232020030169,700010,麻辣味口香糖,开口哭牌,零食,200克,20,5,100,2020-03-17 13:33:57
98232020030170,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-03-17 14:18:22
98232020030171,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-03-17 14:57:31
98232020030172,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-17 15:36:24
98232020030173,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-17 16:40:01
98232020030174,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-17 17:24:11
98232020030175,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-17 18:08:47
98232020030176,700014,有点酸可乐,君再来牌,饮料,550毫升,5,2,10,2020-03-17 18:32:43
98232020030177,700006,没有一点味口香糖,开口哭牌,零食,100克,15,5,75,2020-03-17 20:27:21
98232020030178,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-17 22:19:30
98232020030179,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-17 23:23:41
98232020030180,700015,青草味可乐,君再来牌,饮料,550毫升,5,5,25,2020-03-18 07:48:05
98232020030181,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-03-18 08:04:28
98232020030182,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-18 10:55:19
98232020030183,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-03-18 11:38:25
98232020030184,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-18 12:01:47
98232020030185,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,5,25,2020-03-18 12:14:38
98232020030186,700004,麻辣味口香糖,开口哭牌,零食,100克,15,2,30,2020-03-18 13:15:57
98232020030187,700003,芹菜味口香糖,开口哭牌,零食,100克,15,10,150,2020-03-18 16:11:27
98232020030188,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-03-18 17:23:31
98232020030189,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-18 18:11:56
98232020030190,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,5,75,2020-03-18 18:26:55
98232020030191,700014,有点酸可乐,君再来牌,饮料,550毫升,5,5,25,2020-03-18 19:05:23
98232020030192,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,5,25,2020-03-18 19:53:41
98232020030193,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-18 23:37:54
98232020030194,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-03-19 08:28:15
98232020030195,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-19 08:30:12
98232020030196,700006,没有一点味口香糖,开口哭牌,零食,100克,15,2,30,2020-03-19 10:09:13
98232020030197,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-03-19 10:54:53
98232020030198,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-19 11:33:24
98232020030199,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,2,30,2020-03-19 11:54:28
98232020030200,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-19 12:20:28
98232020030201,700006,没有一点味口香糖,开口哭牌,零食,100克,15,2,30,2020-03-19 12:59:51
98232020030202,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-19 13:35:03
98232020030203,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-03-19 14:02:19
98232020030204,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-19 15:01:47
98232020030205,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-19 16:42:35
98232020030206,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-03-19 17:18:37
98232020030207,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,2,10,2020-03-19 19:27:35
98232020030208,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-19 19:36:03
98232020030209,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-03-19 23:44:35
98232020030210,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-20 09:31:01
98232020030211,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-03-20 11:54:30
98232020030212,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-20 16:04:40
98232020030213,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-03-20 16:16:58
98232020030214,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-20 16:48:45
98232020030215,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2020-03-20 16:52:39
98232020030216,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-20 18:29:25
98232020030217,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-03-20 18:45:09
98232020030218,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-20 20:11:42
98232020030219,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-20 22:11:54
98232020030220,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-20 22:46:45
98232020030221,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-03-21 07:40:30
98232020030222,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-03-21 08:14:55
98232020030223,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-03-21 09:47:09
98232020030224,700010,麻辣味口香糖,开口哭牌,零食,200克,20,5,100,2020-03-21 14:29:44
98232020030225,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-21 14:33:05
98232020030226,700003,芹菜味口香糖,开口哭牌,零食,100克,15,5,75,2020-03-21 14:37:24
98232020030227,700003,芹菜味口香糖,开口哭牌,零食,100克,15,5,75,2020-03-21 16:57:29
98232020030228,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-21 17:05:22
98232020030229,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-03-21 17:58:46
98232020030230,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-03-21 18:53:32
98232020030231,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-21 19:20:22
98232020030232,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-03-21 20:56:18
98232020030233,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-03-21 21:11:37
98232020030234,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-21 22:18:03
98232020030235,700002,榴莲味口香糖,开口哭牌,零食,100克,15,2,30,2020-03-22 09:52:10
98232020030236,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-22 13:20:17
98232020030237,700008,榴莲味薯片,开口哭牌,零食,200克,20,5,100,2020-03-22 16:49:50
98232020030238,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-22 17:05:04
98232020030239,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-22 18:36:23
98232020030240,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2020-03-22 21:17:24
98232020030241,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-22 22:30:36
98232020030242,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-23 08:12:07
98232020030243,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-03-23 11:29:22
98232020030244,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,5,75,2020-03-23 12:06:26
98232020030245,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-03-23 13:05:00
98232020030246,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-03-23 13:35:10
98232020030247,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-23 15:07:38
98232020030248,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,5,75,2020-03-23 17:46:44
98232020030249,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-23 19:53:57
98232020030250,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-24 07:38:22
98232020030251,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-03-24 07:57:24
98232020030252,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-24 08:04:52
98232020030253,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-24 08:32:31
98232020030254,700006,没有一点味口香糖,开口哭牌,零食,100克,15,2,30,2020-03-24 09:25:53
98232020030255,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-03-24 12:14:42
98232020030256,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-03-24 12:46:09
98232020030257,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-24 13:25:18
98232020030258,700012,没有一点味薯片,开口哭牌,零食,200克,20,2,40,2020-03-24 16:17:06
98232020030259,700003,芹菜味口香糖,开口哭牌,零食,100克,15,10,150,2020-03-24 17:19:40
98232020030260,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2020-03-24 17:29:38
98232020030261,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-03-24 18:04:14
98232020030262,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,5,25,2020-03-24 18:17:55
98232020030263,700006,没有一点味口香糖,开口哭牌,零食,100克,15,2,30,2020-03-24 21:31:27
98232020030264,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-24 23:29:13
98232020030265,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-25 10:51:48
98232020030266,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-03-25 11:11:49
98232020030267,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-03-25 11:33:29
98232020030268,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-03-25 11:38:07
98232020030269,700014,有点酸可乐,君再来牌,饮料,550毫升,5,5,25,2020-03-25 14:30:08
98232020030270,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-25 14:58:36
98232020030271,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-03-25 18:15:29
98232020030272,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-03-25 21:29:42
