订单号,商品ID,商品名,品牌,类别,规格,单价,数量,总价,下单时间
98232020060042,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-06-04 22:07:39
98232020060043,700015,青草味可乐,君再来牌,饮料,550毫升,5,5,25,2020-06-04 23:06:12
98232020060044,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-06-04 23:59:43
98232020060045,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-05 07:35:00
98232020060046,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-05 08:24:46
98232020060047,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-06-05 11:28:06
98232020060048,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-05 12:29:48
98232020060049,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-06-05 13:00:25
98232020060050,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-05 13:33:10
98232020060051,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-05 16:09:16
98232020060052,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-06-05 16:36:16
98232020060053,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-05 17:49:50
98232020060054,700010,麻辣味口香糖,开口哭牌,零食,200克,20,10,200,2020-06-05 18:46:55
98232020060055,700013,火龙果可乐,君再来牌,饮料,550毫升,5,2,10,2020-06-05 18:54:38
98232020060056,700013,火龙果可乐,君再来牌,饮料,550毫升,5,2,10,2020-06-05 22:28:38
98232020060057,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-06 08:57:35
98232020060058,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-06 09:46:30
98232020060059,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-06 10:20:54
98232020060060,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-06 11:56:46
98232020060061,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-06 12:24:54
98232020060062,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-06 13:12:34
98232020060063,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-06 13:57:09
98232020060064,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-06 14:05:47
98232020060065,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-06 16:26:26
98232020060066,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-06 22:56:10
98232020060067,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-06-07 07:32:08
98232020060068,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-07 11:03:01
98232020060069,700010,麻辣味口香糖,开口哭牌,零食,200克,20,2,40,2020-06-07 11:37:54
98232020060070,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,5,25,2020-06-07 13:06:24
98232020060071,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-07 15:08:59
98232020060072,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-06-07 15:35:31
98232020060073,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-07 16:02:39
98232020060074,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-07 16:13:23
98232020060075,700013,火龙果可乐,君再来牌,饮料,550毫升,5,5,25,2020-06-07 17:23:15
98232020060076,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-06-07 18:59:18
98232020060077,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-06-07 19:01:30
98232020060078,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-07 20:11:21
98232020060079,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-06-07 21:25:46
98232020060080,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-07 22:19:51
98232020060081,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-07 23:50:02
98232020060082,700006,没有一点味口香糖,开口哭牌,零食,100克,15,20,300,2020-06-08 07:58:09
98232020060083,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-08 08:29:01
98232020060084,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-08 10:07:02
98232020060085,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-08 11:15:36
98232020060086,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-06-08 15:27:46
98232020060087,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-08 18:27:26
98232020060088,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-06-08 18:44:30
98232020060089,700008,榴莲味薯片,开口哭牌,零食,200克,20,2,40,2020-06-08 22:12:55
98232020060090,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-08 23:05:18
98232020060091,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-09 13:14:23
98232020060092,700003,芹菜味口香糖,开口哭牌,零食,100克,15,5,75,2020-06-09 15:59:38
98232020060093,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,10,150,2020-06-09 17:47:16
98232020060094,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-06-09 19:47:25
98232020060095,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-06-09 20:39:15
98232020060096,700009,芹菜味薯片,开口哭牌,零食,200克,20,10,200,2020-06-09 20:41:12
98232020060097,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,2,40,2020-06-09 20:56:58
98232020060098,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-06-10 07:56:03
98232020060099,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-10 09:23:45
98232020060100,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,2,40,2020-06-10 14:05:12
98232020060101,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-10 14:56:40
98232020060102,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-10 15:06:13
98232020060103,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-10 16:33:59
98232020060104,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-06-10 17:35:20
98232020060105,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,2,40,2020-06-10 21:01:24
98232020060106,700011,蟹黄味薯片,开口哭牌,零食,200克,20,10,200,2020-06-10 21:09:07
98232020060107,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,10,50,2020-06-10 23:29:09
98232020060108,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-06-11 07:41:28
98232020060109,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-11 07:51:58
98232020060110,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-11 08:55:23
98232020060111,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2020-06-11 08:57:13
98232020060112,700014,有点酸可乐,君再来牌,饮料,550毫升,5,2,10,2020-06-11 09:32:37
98232020060113,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,5,25,2020-06-11 11:34:31
98232020060114,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-11 13:57:11
98232020060115,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-11 16:36:04
98232020060116,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-11 18:50:36
98232020060117,700009,芹菜味薯片,开口哭牌,零食,200克,20,10,200,2020-06-11 23:47:37
98232020060118,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-12 11:22:18
98232020060119,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-12 12:54:09
98232020060120,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-06-12 14:10:51
98232020060121,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-12 15:42:22
98232020060122,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,10,150,2020-06-12 17:36:16
98232020060123,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-06-12 18:41:48
98232020060124,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,10,50,2020-06-12 19:26:26
98232020060125,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-12 19:43:46
98232020060126,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-06-12 21:19:05
98232020060127,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-06-12 21:30:29
98232020060128,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-06-12 23:01:59
98232020060129,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-06-12 23:03:55
98232020060130,700013,火龙果可乐,君再来牌,饮料,550毫升,5,2,10,2020-06-12 23:39:05
98232020060131,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-13 07:24:21
98232020060132,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-06-13 07:41:17
98232020060133,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-06-13 09:34:37
98232020060134,700015,青草味可乐,君再来牌,饮料,550毫升,5,2,10,2020-06-13 12:13:36
98232020060135,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-13 14:04:10
98232020060136,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-06-13 14:08:20
98232020060137,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-06-13 17:22:13
98232020060138,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,10,150,2020-06-13 17:22:24
98232020060139,700012,没有一点味薯片,开口哭牌,零食,200克,20,5,100,2020-06-13 17:35:26
98232020060140,700011,蟹黄味薯片,开口哭牌,零食,200克,20,10,200,2020-06-13 18:26:07
98232020060141,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-13 19:33:13
98232020060142,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-06-13 20:44:59
98232020060143,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-06-13 20:49:11
98232020060144,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-06-13 21:17:01
98232020060145,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-13 21:32:40
98232020060146,700002,榴莲味口香糖,开口哭牌,零食,100克,15,2,30,2020-06-14 08:27:38
98232020060147,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-14 11:28:41
98232020060148,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-06-14 16:08:12
98232020060149,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-14 18:24:40
98232020060150,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-06-14 19:37:34
98232020060151,700010,麻辣味口香糖,开口哭牌,零食,200克,20,5,100,2020-06-14 20:26:38
98232020060152,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-14 22:58:18
98232020060153,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-06-15 08:36:21
98232020060154,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-06-15 09:19:09
98232020060155,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-15 10:03:45
98232020060156,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-15 10:36:02
98232020060157,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-15 11:10:07
98232020060158,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-15 15:55:20
98232020060159,700014,有点酸可乐,君再来牌,饮料,550毫升,5,2,10,2020-06-15 17:43:55
98232020060160,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-15 21:37:22
98232020060161,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-06-16 07:56:40
98232020060162,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-16 09:12:15
98232020060163,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-06-16 10:19:53
98232020060164,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-16 11:41:41
98232020060165,700006,没有一点味口香糖,开口哭牌,零食,100克,15,5,75,2020-06-16 13:31:48
98232020060166,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,10,200,2020-06-16 13:49:44
98232020060167,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-16 14:10:17
98232020060168,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-16 14:35:37
98232020060169,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-16 16:24:58
98232020060170,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-16 17:50:36
98232020060171,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-06-16 19:10:26
98232020060172,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-16 19:32:02
98232020060173,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-16 19:58:20
98232020060174,700002,榴莲味口香糖,开口哭牌,零食,100克,15,2,30,2020-06-16 23:39:55
98232020060175,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-16 23:46:00
98232020060176,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-06-17 10:16:30
98232020060177,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2020-06-17 11:49:30
98232020060178,700013,火龙果可乐,君再来牌,饮料,550毫升,5,2,10,2020-06-17 11:53:23
98232020060179,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-17 19:54:02
98232020060180,700003,芹菜味口香糖,开口哭牌,零食,100克,15,2,30,2020-06-17 22:07:18
98232020060181,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-18 07:06:52
98232020060182,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-18 07:13:54
98232020060183,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-18 08:35:29
98232020060184,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-06-18 10:04:57
98232020060185,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-06-18 11:43:59
98232020060186,700003,芹菜味口香糖,开口哭牌,零食,100克,15,2,30,2020-06-18 12:32:28
98232020060187,700014,有点酸可乐,君再来牌,饮料,550毫升,5,2,10,2020-06-18 13:17:23
98232020060188,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-18 17:35:16
98232020060189,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,2,30,2020-06-18 22:16:30
98232020060190,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-06-18 22:27:59
98232020060191,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-18 22:34:30
98232020060192,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,5,25,2020-06-18 23:01:11
98232020060193,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-19 08:27:00
98232020060194,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-06-19 09:05:21
98232020060195,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-19 10:16:38
98232020060196,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-06-19 11:04:11
98232020060197,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-19 13:28:29
98232020060198,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-06-19 13:49:46
98232020060199,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-06-19 16:41:09
98232020060200,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-06-19 18:03:25
98232020060201,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-06-19 20:13:17
98232020060202,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-06-19 20:39:06
98232020060203,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-06-19 23:56:33
98232020060204,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-06-20 07:34:51
98232020060205,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-20 07:59:35
98232020060206,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-06-20 09:37:01
98232020060207,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-20 10:36:15
98232020060208,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-20 11:03:10
98232020060209,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-06-20 12:06:19
98232020060210,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-06-20 19:09:37
98232020060211,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-20 21:10:00
98232020060212,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-06-20 23:11:39
98232020060213,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-21 08:55:46
98232020060214,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,2,40,2020-06-21 11:03:45
98232020060215,700011,蟹黄味薯片,开口哭牌,零食,200克,20,2,40,2020-06-21 11:05:47
98232020060216,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-21 11:34:45
98232020060217,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-06-21 11:41:59
98232020060218,700008,榴莲味薯片,开口哭牌,零食,200克,20,2,40,2020-06-21 13:02:08
98232020060219,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-21 16:01:15
98232020060220,700014,有点酸可乐,君再来牌,饮料,550毫升,5,5,25,2020-06-21 20:36:05
98232020060221,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-21 21:04:54
98232020060222,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-21 22:49:57
98232020060223,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,2,10,2020-06-21 23:04:18
98232020060224,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-21 23:13:51
98232020060225,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-06-22 07:45:57
98232020060226,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-06-22 09:25:53
98232020060227,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-06-22 09:39:00
98232020060228,700011,蟹黄味薯片,开口哭牌,零食,200克,20,5,100,2020-06-22 10:54:52
98232020060229,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-06-22 12:59:51
98232020060230,700012,没有一点味薯片,开口哭牌,零食,200克,20,20,400,2020-06-22 13:25:43
98232020060231,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-22 15:03:38
98232020060232,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-22 17:40:42
98232020060233,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-22 20:18:17
98232020060234,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,2,40,2020-06-22 20:22:14
98232020060235,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,5,100,2020-06-22 21:08:05
98232020060236,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-06-22 21:35:16
98232020060237,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-23 07:00:23
98232020060238,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-06-23 08:27:38
98232020060239,700008,榴莲味薯片,开口哭牌,零食,200克,20,2,40,2020-06-23 09:08:19
98232020060240,700015,青草味可乐,君再来牌,饮料,550毫升,5,2,10,2020-06-23 12:01:23
98232020060241,700002,榴莲味口香糖,开口哭牌,零食,100克,15,2,30,2020-06-23 12:23:30
98232020060242,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-23 12:25:17
98232020060243,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-23 13:49:26
98232020060244,700006,没有一点味口香糖,开口哭牌,零食,100克,15,5,75,2020-06-23 15:41:53
98232020060245,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,2,40,2020-06-23 16:07:02
98232020060246,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-23 19:30:35
98232020060247,700013,火龙果可乐,君再来牌,饮料,550毫升,5,2,10,2020-06-23 20:15:40
98232020060248,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-23 22:28:21
98232020060249,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-24 09:22:49
98232020060250,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-06-24 09:25:21
98232020060251,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-06-24 10:53:04
98232020060252,700008,榴莲味薯片,开口哭牌,零食,200克,20,5,100,2020-06-24 11:15:49
98232020060253,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-24 11:35:09
98232020060254,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-24 12:05:28
98232020060255,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-24 12:57:54
98232020060256,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-24 13:39:40
98232020060257,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-06-24 17:25:11
98232020060258,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-06-24 19:51:33
98232020060259,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-24 20:11:14
98232020060260,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,5,75,2020-06-24 22:58:48
98232020060261,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-25 07:49:56
98232020060262,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-25 08:30:55
98232020060263,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,5,100,2020-06-25 12:01:53
98232020060264,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-25 14:59:27
98232020060265,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-06-25 15:47:01
98232020060266,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-06-25 16:50:19
98232020060267,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-06-25 20:56:55
98232020060268,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-26 07:47:32
98232020060269,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-06-26 09:35:20
98232020060270,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-06-26 10:21:01
98232020060271,700010,麻辣味口香糖,开口哭牌,零食,200克,20,10,200,2020-06-26 18:02:13
