订单号,商品ID,商品名,品牌,类别,规格,单价,数量,总价,下单时间
98232019020023,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-02-03 09:53:56
98232019020024,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-03 11:18:14
98232019020025,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-02-03 13:11:45
98232019020026,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-03 14:15:58
98232019020027,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-03 14:21:35
98232019020028,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-02-03 14:39:45
98232019020029,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-02-03 14:46:21
98232019020030,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-02-03 16:56:10
98232019020031,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-03 17:24:56
98232019020032,700008,榴莲味薯片,开口哭牌,零食,200克,20,2,40,2019-02-03 18:19:33
98232019020033,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-02-03 21:15:44
98232019020034,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-02-03 22:19:49
98232019020035,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-03 22:26:25
98232019020036,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-02-04 07:34:53
98232019020037,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-04 07:35:38
98232019020038,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-04 07:43:56
98232019020039,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-04 08:08:15
98232019020040,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-04 08:23:19
98232019020041,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,5,75,2019-02-04 11:13:44
98232019020042,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-02-04 13:17:14
98232019020043,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-02-04 13:32:10
98232019020044,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-04 15:06:00
98232019020045,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2019-02-04 17:23:51
98232019020046,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-04 17:51:49
98232019020047,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-04 19:13:53
98232019020048,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-04 19:52:04
98232019020049,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-02-04 20:21:28
98232019020050,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-05 07:01:20
98232019020051,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-05 08:47:12
98232019020052,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-05 10:29:00
98232019020053,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-02-05 11:21:26
98232019020054,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,10,200,2019-02-05 12:03:31
98232019020055,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-02-05 12:12:45
98232019020056,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-05 14:06:33
98232019020057,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-02-05 14:11:51
98232019020058,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-05 15:20:47
98232019020059,700004,麻辣味口香糖,开口哭牌,零食,100克,15,2,30,2019-02-05 20:01:38
98232019020060,700012,没有一点味薯片,开口哭牌,零食,200克,20,20,400,2019-02-05 20:39:20
98232019020061,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-05 22:54:15
98232019020062,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-05 23:06:45
98232019020063,700013,火龙果可乐,君再来牌,饮料,550毫升,5,10,50,2019-02-06 08:19:58
98232019020064,700010,麻辣味口香糖,开口哭牌,零食,200克,20,2,40,2019-02-06 11:51:14
98232019020065,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-06 13:17:51
98232019020066,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-06 13:39:17
98232019020067,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-06 16:56:42
98232019020068,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,2,40,2019-02-06 17:34:45
98232019020069,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-06 21:49:16
98232019020070,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-02-06 22:35:51
98232019020071,700003,芹菜味口香糖,开口哭牌,零食,100克,15,5,75,2019-02-06 23:56:40
98232019020072,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-02-07 08:35:46
98232019020073,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-07 11:11:01
98232019020074,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-07 13:30:13
98232019020075,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-02-07 15:29:22
98232019020076,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-07 16:23:04
98232019020077,700012,没有一点味薯片,开口哭牌,零食,200克,20,10,200,2019-02-07 16:25:39
98232019020078,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-07 16:50:04
98232019020079,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-02-07 17:33:46
98232019020080,700006,没有一点味口香糖,开口哭牌,零食,100克,15,2,30,2019-02-07 18:33:10
98232019020081,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-07 22:33:57
98232019020082,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,5,100,2019-02-08 07:06:03
98232019020083,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-08 07:26:05
98232019020084,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-08 07:57:18
98232019020085,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,5,25,2019-02-08 09:02:21
98232019020086,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-08 10:35:23
98232019020087,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-08 10:44:55
98232019020088,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-08 10:55:38
98232019020089,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,2,40,2019-02-08 12:00:09
98232019020090,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-02-08 12:06:44
98232019020091,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-02-08 14:04:24
98232019020092,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-08 14:22:55
98232019020093,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-08 15:50:34
98232019020094,700012,没有一点味薯片,开口哭牌,零食,200克,20,2,40,2019-02-08 15:53:16
98232019020095,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-02-08 19:36:32
98232019020096,700012,没有一点味薯片,开口哭牌,零食,200克,20,5,100,2019-02-08 21:25:58
98232019020097,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-02-08 22:35:13
98232019020098,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-08 23:23:58
98232019020099,700008,榴莲味薯片,开口哭牌,零食,200克,20,5,100,2019-02-08 23:40:02
98232019020100,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-09 07:31:06
98232019020101,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-02-09 08:26:07
98232019020102,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-09 08:53:28
98232019020103,700011,蟹黄味薯片,开口哭牌,零食,200克,20,2,40,2019-02-09 08:58:17
98232019020104,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-09 09:20:56
98232019020105,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-09 09:53:26
98232019020106,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-09 10:05:01
98232019020107,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-02-09 12:04:55
98232019020108,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-09 13:04:33
98232019020109,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-09 14:35:53
98232019020110,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-09 17:16:17
98232019020111,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-09 18:05:12
98232019020112,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-09 21:03:23
98232019020113,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-09 21:39:41
98232019020114,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-10 07:56:29
98232019020115,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-10 08:24:00
98232019020116,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-10 08:55:02
98232019020117,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-10 10:50:09
98232019020118,700010,麻辣味口香糖,开口哭牌,零食,200克,20,10,200,2019-02-10 11:47:16
98232019020119,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-10 14:06:58
98232019020120,700014,有点酸可乐,君再来牌,饮料,550毫升,5,2,10,2019-02-10 16:55:54
98232019020121,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,2,10,2019-02-10 17:54:30
98232019020122,700014,有点酸可乐,君再来牌,饮料,550毫升,5,2,10,2019-02-10 19:51:32
98232019020123,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-10 20:34:54
98232019020124,700010,麻辣味口香糖,开口哭牌,零食,200克,20,10,200,2019-02-10 21:43:04
98232019020125,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-10 22:40:15
98232019020126,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-10 23:00:21
98232019020127,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-02-11 07:12:08
98232019020128,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,2,10,2019-02-11 07:48:20
98232019020129,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-11 11:03:58
98232019020130,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-11 13:41:55
98232019020131,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-02-11 14:18:00
98232019020132,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-11 16:11:07
98232019020133,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-12 07:03:27
98232019020134,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-12 08:40:20
98232019020135,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-12 13:12:05
98232019020136,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-02-12 14:57:30
98232019020137,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-12 16:19:16
98232019020138,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-02-12 17:41:54
98232019020139,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-12 17:49:31
98232019020140,700010,麻辣味口香糖,开口哭牌,零食,200克,20,5,100,2019-02-12 19:18:19
98232019020141,700011,蟹黄味薯片,开口哭牌,零食,200克,20,5,100,2019-02-12 20:35:38
98232019020142,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-12 21:12:39
98232019020143,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-02-12 21:36:02
98232019020144,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-02-12 21:53:40
98232019020145,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,5,25,2019-02-13 09:32:57
98232019020146,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-13 12:18:30
98232019020147,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-13 14:04:52
98232019020148,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-13 16:39:34
98232019020149,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-13 18:24:17
98232019020150,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-13 19:52:30
98232019020151,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-02-13 21:00:24
98232019020152,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-02-13 21:31:33
98232019020153,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-13 21:36:18
98232019020154,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-13 21:46:13
98232019020155,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-14 07:41:59
98232019020156,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-02-14 08:07:56
98232019020157,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-02-14 11:27:07
98232019020158,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,5,25,2019-02-14 12:52:54
98232019020159,700013,火龙果可乐,君再来牌,饮料,550毫升,5,2,10,2019-02-14 13:00:55
98232019020160,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-14 13:51:05
98232019020161,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-02-14 16:58:49
98232019020162,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-14 17:01:24
98232019020163,700008,榴莲味薯片,开口哭牌,零食,200克,20,5,100,2019-02-14 19:12:30
98232019020164,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-15 08:33:24
98232019020165,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,2,30,2019-02-15 10:05:04
98232019020166,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-15 13:11:39
98232019020167,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-15 14:35:52
98232019020168,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-15 15:25:17
98232019020169,700008,榴莲味薯片,开口哭牌,零食,200克,20,5,100,2019-02-15 18:49:36
98232019020170,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-15 20:19:15
98232019020171,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-02-15 21:07:24
98232019020172,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-15 21:33:10
98232019020173,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-15 22:09:23
98232019020174,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-15 22:34:13
98232019020175,700014,有点酸可乐,君再来牌,饮料,550毫升,5,10,50,2019-02-15 22:54:16
98232019020176,700006,没有一点味口香糖,开口哭牌,零食,100克,15,5,75,2019-02-16 08:38:17
98232019020177,700010,麻辣味口香糖,开口哭牌,零食,200克,20,2,40,2019-02-16 08:42:05
98232019020178,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-16 09:51:34
98232019020179,700004,麻辣味口香糖,开口哭牌,零食,100克,15,5,75,2019-02-16 13:08:59
98232019020180,700012,没有一点味薯片,开口哭牌,零食,200克,20,20,400,2019-02-16 15:23:13
98232019020181,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-16 17:10:28
98232019020182,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-16 18:58:05
98232019020183,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,5,100,2019-02-16 20:03:07
98232019020184,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-02-16 20:12:08
98232019020185,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-16 22:07:42
98232019020186,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-02-16 22:13:08
98232019020187,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-16 23:45:13
98232019020188,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-02-17 10:36:46
98232019020189,700008,榴莲味薯片,开口哭牌,零食,200克,20,2,40,2019-02-17 12:07:24
98232019020190,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-02-17 14:44:57
98232019020191,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-02-17 15:49:43
98232019020192,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-17 19:32:39
98232019020193,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-18 07:39:26
98232019020194,700008,榴莲味薯片,开口哭牌,零食,200克,20,2,40,2019-02-18 08:53:46
98232019020195,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-18 15:15:25
98232019020196,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-18 15:34:09
98232019020197,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,2,30,2019-02-18 17:47:15
98232019020198,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-02-18 18:37:31
98232019020199,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,5,25,2019-02-18 21:00:21
98232019020200,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-18 21:40:47
98232019020201,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,5,75,2019-02-18 23:26:29
98232019020202,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-02-19 07:39:30
98232019020203,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-02-19 08:29:39
98232019020204,700014,有点酸可乐,君再来牌,饮料,550毫升,5,2,10,2019-02-19 09:53:58
98232019020205,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,5,25,2019-02-19 11:19:01
98232019020206,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,2,30,2019-02-19 14:02:56
98232019020207,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-02-19 17:28:04
98232019020208,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,2,30,2019-02-19 19:55:34
98232019020209,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-19 20:38:25
98232019020210,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-19 21:52:44
98232019020211,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-20 11:44:24
98232019020212,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,2,10,2019-02-20 14:30:17
98232019020213,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-20 14:40:46
98232019020214,700013,火龙果可乐,君再来牌,饮料,550毫升,5,5,25,2019-02-20 21:07:51
98232019020215,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-02-20 21:49:56
98232019020216,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-21 08:19:07
98232019020217,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-21 08:21:53
98232019020218,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-21 10:41:23
98232019020219,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-02-21 10:41:49
98232019020220,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-21 12:28:30
98232019020221,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-21 13:22:08
98232019020222,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-21 13:41:51
98232019020223,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2019-02-21 15:10:57
98232019020224,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-21 15:45:19
98232019020225,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-21 17:23:51
98232019020226,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-21 17:35:48
98232019020227,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-21 18:27:56
98232019020228,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,2,30,2019-02-21 19:01:56
98232019020229,700012,没有一点味薯片,开口哭牌,零食,200克,20,5,100,2019-02-21 20:09:25
98232019020230,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,2,30,2019-02-21 21:49:58
98232019020231,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-21 22:00:47
98232019020232,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-22 07:26:08
98232019020233,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,10,150,2019-02-22 09:06:20
98232019020234,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2019-02-22 13:41:14
98232019020235,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-22 21:08:10
98232019020236,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-23 09:06:10
98232019020237,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-23 09:31:16
98232019020238,700008,榴莲味薯片,开口哭牌,零食,200克,20,2,40,2019-02-23 11:02:16
98232019020239,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-23 11:35:26
98232019020240,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-02-23 14:52:38
98232019020241,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-23 17:33:19
98232019020242,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-23 17:55:57
98232019020243,700009,芹菜味薯片,开口哭牌,零食,200克,20,5,100,2019-02-23 18:22:16
98232019020244,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,2,30,2019-02-23 18:24:49
98232019020245,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-23 18:42:40
98232019020246,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-02-23 20:39:22
98232019020247,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-23 21:08:53
98232019020248,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-23 21:42:30
98232019020249,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-02-23 21:47:04
98232019020250,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-23 21:53:05
98232019020251,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-23 23:53:42
98232019020252,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-24 08:37:59
98232019020253,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-24 09:22:06
98232019020254,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-24 14:38:33
98232019020255,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-24 16:42:06
98232019020256,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-02-24 21:24:11
98232019020257,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-24 23:44:37
98232019020258,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-02-25 07:45:34
98232019020259,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-25 08:59:35
98232019020260,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-02-25 10:43:22
98232019020261,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-02-25 11:11:10
98232019020262,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-02-25 13:34:29
98232019020263,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-25 14:54:50
98232019020264,700011,蟹黄味薯片,开口哭牌,零食,200克,20,5,100,2019-02-25 16:30:18
98232019020265,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,2,10,2019-02-25 17:10:50
98232019020266,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-25 18:32:24
98232019020267,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-02-25 20:34:13
98232019020268,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-02-25 20:34:23
98232019020269,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-26 07:28:24
98232019020270,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-02-26 09:49:47
98232019020271,700015,青草味可乐,君再来牌,饮料,550毫升,5,2,10,2019-02-26 10:18:04
98232019020272,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-02-26 10:39:59
