,ListingId,借款金额,借款期限,借款利率,借款成功日期,初始评级,借款类型,是否首标,年龄,性别,手机认证,户口认证,视频认证,学历认证,征信认证,淘宝认证,历史成功借款次数,历史成功借款金额,总待还本金,历史正常还款期数,历史逾期还款期数,我的投资金额,当前到期期数,当前还款期数,已还本金,已还利息,待还本金,待还利息,标当前逾期天数,标当前状态,上次还款日期,上次还款本金,上次还款利息,下次计划还款日期,下次计划还款本金,下次计划还款利息
26,14541035,1700,6,18.0,2016/6/25,B,APP闪电,否,27,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,5.0,8580.0,5156.71,20,0,50,3,2,16.17,1.38,33.83,1.27,6,逾期中,2016/8/28,8.15,0.63,2016/9/25,8.27,0.5
27,4075140,6739,9,18.0,2015/9/7,C,普通,否,38,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,16571.0,5260.96,11,0,50,9,9,50.0,3.82,0.0,0.0,0,已还清,2016/6/7,5.94,0.04,,,
28,9755697,9000,6,10.0,2016/3/17,AA,普通,是,34,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,6,6,500.0,14.68,0.0,0.0,0,已还清,2016/9/16,85.09,0.69,,,
29,18059924,2826,12,22.0,2016/8/19,C,其他,否,26,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,9101.0,4673.75,11,3,55,3,3,12.64,2.8,42.36,3.97,0,正常还款中,2016/11/19,4.29,0.86,2016/12/19,4.37,0.78
30,9324528,1200,12,20.0,2016/3/5,C,APP闪电,是,22,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,9,9,36.51,5.16,13.49,0.4,0,正常还款中,2016/12/17,4.33,0.3,2017/1/5,4.4,0.23
31,6883457,16200,9,12.0,2016/1/5,A,其他,是,25,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,150,9,9,150.0,7.59,0.0,0.0,0,已还清,2016/10/5,17.37,0.14,,,
32,22262877,5030,6,18.0,2016/10/16,B,其他,否,31,男,成功认证,未成功认证,未成功认证,成功认证,成功认证,未成功认证,3.0,18818.0,11969.94,12,0,50,1,1,8.02,0.75,41.98,1.9,0,正常还款中,2016/11/13,8.02,0.75,2016/12/16,8.15,0.63
33,2157216,40000,12,20.0,2015/4/10,D,其他,否,42,男,成功认证,成功认证,成功认证,未成功认证,未成功认证,未成功认证,6.0,22000.0,7079.82,30,0,100,12,6,47.5,8.06,52.5,3.06,326,逾期中,2015/10/25,8.25,1.01,2015/11/10,8.38,0.88
34,19394451,6375,6,18.0,2016/9/16,B,APP闪电,否,33,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,2878.0,1325.0,9,0,50,1,1,8.02,0.75,41.98,1.9,0,正常还款中,2016/10/19,8.02,0.75,2016/11/16,8.15,0.63
35,19690585,8546,12,18.0,2016/9/17,B,APP闪电,否,22,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,5910.0,3653.33,5,0,50,0,0,0.0,0.0,50.0,5.0,0,正常还款中,,,,2016/10/17,3.83,0.75
36,10779290,1175,12,12.0,2016/4/10,AA,APP闪电,否,28,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,1655.0,0.0,15,0,200,10,10,164.92,12.68,35.08,0.44,0,正常还款中,2017/2/10,17.24,0.52,2017/3/10,17.41,0.35
37,2958967,4000,12,20.0,2015/7/6,D,普通,是,31,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,55,12,12,55.0,6.08,0.0,0.0,0,已还清,2016/7/5,5.08,0.01,,,
38,12088222,7400,12,18.0,2016/5/11,B,APP闪电,否,23,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,3800.0,2986.72,6,0,50,7,7,28.04,4.02,21.96,0.94,0,正常还款中,2016/12/7,4.19,0.39,2017/1/11,4.25,0.33
39,14320159,300,6,18.0,2016/6/22,B,APP闪电,否,24,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,1700.0,1118.32,8,0,50,6,6,50.0,2.65,0.0,0.0,0,已还清,2016/12/22,8.65,0.13,,,
40,218290,40000,12,16.0,2015/3/17,B,其他,否,33,女,成功认证,成功认证,成功认证,未成功认证,未成功认证,未成功认证,14.0,85210.0,24141.9,99,1,150,12,12,150.0,13.2,0.0,0.0,0,已还清,2016/3/16,13.49,0.11,,,
41,30223346,2955,12,22.0,2017/1/7,C,其他,否,29,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,9500.0,4076.88,14,1,50,1,1,3.76,0.91,46.24,5.24,0,正常还款中,2017/2/6,3.76,0.91,2017/3/7,3.83,0.85
42,15372440,3000,12,16.0,2016/7/11,A,普通,否,38,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,21092.0,13855.28,15,1,50,5,4,50.0,2.15,0.0,0.0,0,已还清,2016/10/30,38.24,0.31,,,
43,2109896,17640,18,16.0,2015/4/7,B,其他,是,25,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,100,18,15,100.0,15.12,0.0,0.0,0,已还清,2016/7/4,58.51,0.67,,,
44,3629727,9500,12,11.5,2015/8/16,AA,其他,是,30,女,成功认证,未成功认证,成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,12,300.0,18.96,0.0,0.0,0,已还清,2016/7/13,26.4,0.18,,,
45,11648864,5277,10,20.0,2016/4/30,C,普通,否,33,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,9000.0,4722.94,6,0,50,7,7,34.09,4.13,15.91,0.47,0,正常还款中,2016/11/29,5.11,0.35,2016/12/30,5.2,0.26
46,1683728,88900,6,15.0,2015/1/20,B,电商,否,32,男,成功认证,成功认证,成功认证,未成功认证,未成功认证,未成功认证,2.0,160000.0,61043.84,7,0,206,6,3,206.0,5.94,0.0,0.0,0,已还清,2015/4/10,139.04,1.2,,,
47,8107344,2342,12,22.0,2016/1/27,C,其他,否,28,男,成功认证,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,9.0,41086.0,16955.25,38,0,50,11,11,45.37,6.0,4.63,0.04,0,正常还款中,2016/11/11,4.51,0.16,2017/1/27,4.63,0.04
48,25108358,3189,12,22.0,2016/11/17,D,其他,否,30,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,5651.0,3810.59,9,0,58,1,1,4.36,1.06,53.64,6.08,0,正常还款中,2016/12/17,4.36,1.06,2017/1/17,4.45,0.98
49,27177327,2475,8,20.0,2016/12/9,C,普通,否,33,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,8000.0,5524.6,4,0,58,2,2,13.78,1.82,44.22,2.61,0,正常还款中,2017/2/8,6.95,0.85,2017/3/9,7.07,0.74
50,2196556,6644,12,15.0,2015/4/18,A,普通,否,27,女,成功认证,成功认证,成功认证,成功认证,未成功认证,未成功认证,10.0,38833.0,2275.9,45,0,100,12,4,100.0,4.01,0.0,0.0,0,已还清,2015/8/5,76.39,0.56,,,
51,24468158,7888,12,22.0,2016/11/10,C,普通,否,26,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,10737.0,7272.44,6,0,58,1,1,4.36,1.06,53.64,6.08,0,正常还款中,2016/11/29,4.36,1.06,2017/1/10,4.45,0.98
52,9622568,12000,12,22.0,2016/3/13,D,普通,否,29,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,5.0,22704.0,0.0,29,0,50,7,7,27.81,4.88,22.19,1.16,0,正常还款中,2016/10/12,4.19,0.48,2016/11/13,4.27,0.4
53,22338863,5117,3,16.0,2016/10/17,A,其他,否,32,男,成功认证,成功认证,成功认证,成功认证,未成功认证,未成功认证,15.0,135635.0,16882.41,60,1,50,3,3,50.0,1.33,0.0,0.0,0,已还清,2017/1/16,16.89,0.22,,,
54,22260618,5488,12,20.0,2016/10/16,C,APP闪电,否,27,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,5286.0,3011.27,12,0,58,0,0,0.0,0.0,58.0,6.47,0,正常还款中,,,,2016/11/16,4.4,0.97
55,27949385,5758,6,18.0,2016/12/17,B,普通,否,23,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,6500.0,3741.86,4,0,58,2,2,18.76,1.6,39.24,1.48,0,正常还款中,2017/2/17,9.45,0.73,2017/3/17,9.59,0.59
56,13910008,9500,12,16.0,2016/6/18,A,普通,否,31,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,11249.0,5225.83,5,0,50,4,4,15.79,2.35,34.21,2.08,0,正常还款中,2016/6/20,4.03,0.51,2016/11/17,4.08,0.46
57,13875379,2012,12,18.0,2016/6/18,B,其他,否,24,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,6500.0,3987.48,10,0,50,8,8,32.33,4.34,17.67,0.66,0,正常还款中,2017/2/16,4.26,0.33,2017/3/17,4.32,0.26
58,18908281,6890,12,18.0,2016/9/5,B,APP闪电,否,23,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,3786.0,1709.17,5,0,50,3,3,11.67,2.08,38.33,2.92,0,正常还款中,2016/11/28,3.95,0.64,2017/1/4,4.01,0.57
59,2229156,3000,7,12.0,2015/4/22,AA,普通,是,29,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,7,7,300.0,11.73,0.0,0.0,0,已还清,2015/10/29,44.18,0.07,,,
60,9384389,2000,12,20.0,2016/3/7,C,APP闪电,否,22,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,2000.0,1698.79,2,0,50,8,8,32.18,4.86,17.82,0.7,0,正常还款中,2016/11/7,4.26,0.37,2016/12/7,4.33,0.3
61,18371561,2057,12,22.0,2016/8/24,C,其他,否,36,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,8410.0,4942.47,9,0,55,3,3,12.64,2.8,42.36,3.97,0,正常还款中,2016/10/22,4.29,0.86,2016/12/24,4.37,0.78
62,30055850,2600,12,22.0,2017/1/6,C,普通,否,50,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,10537.0,6400.37,7,1,55,1,1,4.13,1.01,50.87,5.76,0,正常还款中,2017/2/3,4.13,1.01,2017/3/6,4.22,0.93
63,3853201,2250,12,11.5,2015/8/28,AA,普通,是,26,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,12,300.0,18.96,0.0,0.0,0,已还清,2016/5/28,26.4,0.18,,,
64,12484755,8208,12,18.0,2016/5/19,B,APP闪电,否,24,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,5252.0,2391.29,13,0,50,5,5,19.75,3.16,30.25,1.84,0,正常还款中,2016/10/23,4.07,0.51,2016/11/19,4.13,0.46
65,13105507,9500,12,18.0,2016/6/10,B,APP闪电,否,42,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,9960.0,2836.03,15,0,50,6,7,28.07,4.01,21.93,0.99,0,正常还款中,2016/9/12,4.19,0.39,2017/2/10,4.26,0.33
66,19244102,5000,6,18.0,2016/9/8,B,APP闪电,否,30,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,742.0,376.49,9,0,50,5,5,41.35,2.53,8.65,0.12,0,正常还款中,2017/2/4,8.52,0.26,2017/3/8,8.65,0.12
67,11279234,2000,12,22.0,2016/4/22,D,普通,否,27,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,4700.0,3285.31,4,0,50,10,10,40.86,5.84,9.14,0.2,0,正常还款中,2017/2/10,4.43,0.24,2017/3/22,4.51,0.16
68,7164791,10000,12,8.09,2016/1/5,AAA,应收安全标,否,35,男,未成功认证,成功认证,未成功认证,成功认证,成功认证,未成功认证,173.0,843000.0,360598.59,394,0,100,11,11,91.29,4.41,8.71,0.0,0,正常还款中,2016/12/4,8.58,0.12,2017/1/4,8.71,0.0
69,10919263,1000,12,12.0,2016/4/13,AA,APP闪电,是,24,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,200,7,7,113.72,10.6,86.28,2.52,0,正常还款中,2016/11/13,16.74,1.02,2016/12/13,16.9,0.86
70,19327231,2133,6,18.0,2016/9/11,B,其他,否,28,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,16289.0,8866.43,12,0,50,1,1,8.02,0.75,41.98,1.9,0,正常还款中,2016/10/9,8.02,0.75,2016/11/10,8.15,0.63
71,21256544,5101,12,18.0,2016/10/2,B,其他,否,26,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,13550.0,5898.78,18,0,50,2,2,7.72,1.44,42.28,3.56,0,正常还款中,2016/11/15,3.89,0.69,2017/1/2,3.95,0.64
72,11229879,3300,6,20.0,2016/4/21,C,其他,否,31,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,10700.0,6571.76,6,0,52,6,6,52.0,3.02,0.0,0.0,0,已还清,2016/10/18,9.04,0.13,,,
73,1706633,300000,6,15.0,2015/1/27,B,电商,是,25,男,未成功认证,成功认证,成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,206,6,6,206.0,9.1,0.0,0.0,0,已还清,2015/7/26,35.43,0.42,,,
74,27074390,5000,6,18.0,2016/12/12,B,普通,否,41,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3000.0,1017.47,4,0,55,0,0,0.0,0.0,55.0,2.92,0,正常还款中,,,,2017/1/12,8.82,0.83
75,17578326,6000,6,18.0,2016/8/13,B,APP闪电,是,31,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,51,2,2,16.49,1.41,34.51,1.3,0,正常还款中,2016/8/29,8.31,0.64,2016/11/13,8.44,0.51
76,27941882,12500,3,16.0,2016/12/17,A,普通,否,29,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,5.0,36294.0,20112.26,16,0,58,2,2,38.41,1.29,19.59,0.26,0,正常还款中,2017/2/14,19.34,0.51,2017/3/17,19.59,0.26
77,19572446,6678,12,18.0,2016/9/9,B,APP闪电,否,30,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,4273.0,2821.75,8,0,50,0,0,0.0,0.0,50.0,5.0,0,正常还款中,,,,2016/10/9,3.83,0.75
78,14749741,6000,9,22.0,2016/6/30,D,普通,是,30,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,51,8,8,44.91,4.67,6.09,0.11,0,正常还款中,2017/2/26,5.98,0.21,2017/3/30,6.09,0.11
79,9540449,3655,12,22.0,2016/3/11,C,其他,否,24,男,成功认证,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,4.0,9246.0,4344.42,13,0,50,8,10,40.86,5.84,9.14,0.2,0,正常还款中,2016/11/19,4.43,0.24,2017/2/11,4.51,0.16
80,7430122,2475,6,18.0,2016/1/13,B,APP闪电,否,28,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,8750.0,6722.42,3,0,50,6,6,50.0,2.62,0.0,0.0,0,已还清,2016/7/11,8.68,0.09,,,
81,23984871,5219,12,18.0,2016/11/5,A,普通,否,45,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,7000.0,4781.35,3,0,60,1,2,9.27,1.73,50.73,4.27,0,正常还款中,2016/12/22,4.67,0.83,2017/2/5,4.74,0.76
82,14648329,4500,12,11.5,2016/7/5,AA,其他,是,31,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,200,4,4,64.13,6.76,135.87,5.91,0,正常还款中,2016/11/6,16.26,1.47,2016/12/5,16.43,1.29
83,24531090,3621,12,18.0,2016/11/11,B,普通,否,33,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,13034.0,7378.66,9,0,58,0,0,0.0,0.0,58.0,5.8,0,正常还款中,,,,2016/12/11,4.44,0.87
84,21203211,4590,12,18.0,2016/10/1,B,其他,否,37,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,13268.0,6902.56,15,0,51,4,4,15.99,2.71,35.01,2.39,0,正常还款中,2017/2/1,4.09,0.59,2017/3/1,4.15,0.52
85,3627463,3500,6,10.5,2015/8/17,AA,普通,是,33,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,6,6,300.0,9.24,0.0,0.0,0,已还清,2016/2/17,51.12,0.42,,,
86,24687096,4500,9,20.0,2016/11/13,C,其他,否,32,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,10356.0,5905.21,9,1,58,3,3,18.38,2.59,39.62,2.34,0,正常还款中,2017/1/20,6.23,0.76,2017/3/13,6.33,0.67
87,9430654,8000,12,20.0,2016/3/9,C,普通,否,26,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,7283.0,0.0,11,0,50,6,6,23.73,4.05,26.27,1.51,0,正常还款中,2016/9/8,4.12,0.51,2016/10/9,4.19,0.44
88,2365009,3300,6,12.0,2015/5/7,AA,普通,否,28,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,15100.0,6163.61,11,5,194,6,6,194.0,6.82,0.0,0.0,0,已还清,2015/8/13,33.18,0.29,,,
89,12819050,3000,12,16.0,2016/5/25,A,APP闪电,否,22,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,2100.0,1772.76,2,0,50,9,9,36.74,4.08,13.26,0.35,0,正常还款中,2017/2/27,4.3,0.23,2017/3/25,4.36,0.18
90,2499315,3000,7,11.0,2015/5/22,AA,普通,是,23,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,7,7,500.0,18.49,0.0,0.0,0,已还清,2015/12/22,73.43,0.64,,,
91,2214822,4455,12,12.0,2015/4/18,AA,普通,否,31,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,3000.0,1544.78,6,0,300,12,4,300.0,9.18,0.0,0.0,0,已还清,2015/7/30,228.33,0.9,,,
92,14373149,5000,9,22.0,2016/6/24,D,普通,是,30,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,51,5,3,51.0,2.25,0.0,0.0,0,已还清,2016/9/13,40.38,0.48,,,
93,2587841,6076,6,18.0,2015/5/26,C,其他,否,47,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,10286.0,2618.28,5,0,100,6,2,100.0,1.53,0.0,0.0,0,已还清,2015/6/26,83.95,0.03,,,
94,25384010,5087,6,20.0,2016/11/20,C,其他,否,34,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,12577.0,4912.94,15,0,58,1,2,18.69,1.78,39.31,1.64,0,正常还款中,2016/12/20,9.42,0.82,2017/2/20,9.59,0.65
95,12598104,4529,6,16.0,2016/5/21,A,普通,否,48,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,11110.0,6471.14,8,0,50,6,6,50.0,2.35,0.0,0.0,0,已还清,2016/11/18,8.62,0.1,,,
