3515768,20515316,5400,5400,3,2018/2/1 14:18
3515769,62490016,5600,6600,3,2018/2/1 14:20
3515770,64702455,4870,4870,5,2018/2/1 14:32
3515771,61582938,6600,6600,3,2018/2/1 14:41
3515772,49342157,4700,3700,2,2018/2/1 14:46
3515773,42268593,12400,12400,2,2018/2/1 15:06
3515774,38740448,3700,2700,2,2018/2/1 15:20
3515775,56387250,700,2700,2,2018/2/1 15:22
3515776,53496194,5600,5600,3,2018/2/1 15:25
3515777,56096460,4000,3000,2,2018/2/1 15:29
3515778,12592543,9000,9000,3,2018/2/1 16:17
3515779,59979767,7900,7900,2,2018/2/1 21:44
3515780,68032071,5600,5600,3,2018/2/2 0:15
3515781,40785161,8500,8500,4,2018/2/2 0:19
3515782,12103835,-199,801,3,2018/2/2 0:26
3515784,70009089,5050,4050,3,2018/2/2 0:51
3515785,69108555,33350,33350,21,2018/2/2 1:19
3515786,70445549,10300,10300,5,2018/2/2 1:52
3515787,32218017,4700,9700,2,2018/2/2 1:55
3515788,43457070,0,1000,2,2018/2/2 1:57
3515789,32218017,100,5100,3,2018/2/2 2:13
3515790,9349351,14300,14300,6,2018/2/2 2:12
3515790,9349351,14300,14300,6,2018/2/2 2:12
3515792,56067257,3800,4800,3,2018/2/2 2:43
3515793,70178606,5500,5500,2,2018/2/2 2:50
3515794,54041515,6700,6700,2,2018/2/2 2:51
3515795,7260216,14700,14700,2,2018/2/2 3:52
3515796,41802959,900,5900,3,2018/2/2 4:06
3515797,70505338,6400,6400,3,2018/2/2 4:21
3515798,38116313,14700,14700,2,2018/2/2 4:26
3515799,52254545,2200,1200,3,2018/2/2 4:44
3515800,67898342,5500,5500,2,2018/2/2 4:45
3515801,50566646,3800,4800,4,2018/2/2 4:59
3515802,26103431,8900,8900,3,2018/2/2 5:02
3515803,32700958,16300,16300,3,2018/2/2 5:05
3515804,45073536,5600,5600,3,2018/2/2 5:07
3515805,70441908,5600,5600,3,2018/2/2 5:11
3515806,42585126,7950,7950,10,2018/2/2 5:22
3515807,22334822,6600,6600,3,2018/2/2 5:26
3515808,67285678,7700,7700,5,2018/2/2 5:27
3515809,49594783,4870,4870,4,2018/2/2 5:43
3515810,57212142,10500,10500,9,2018/2/2 7:48
3515811,50429004,19740,19740,19,2018/2/2 8:25
3515812,69568691,6800,6800,5,2018/2/2 8:28
3515813,63219448,5160,5160,9,2018/2/2 9:06
3515814,44172116,3600,5100,6,2018/2/2 9:09
3515815,32824851,27200,27200,15,2018/2/2 9:36
3515816,35135635,5600,5600,3,2018/2/2 10:01
3515817,35787688,3700,2700,2,2018/2/2 10:57
3515818,36110843,5701,5701,14,2018/2/2 11:05
3515819,54472043,5550,5550,8,2018/2/2 11:19
3515820,36915228,5000,5000,7,2018/2/2 11:29
3515821,68318085,5650,5650,5,2018/2/2 11:36
3515822,70544920,4850,4850,10,2018/2/2 12:21
3515823,57598049,8900,8900,6,2018/2/2 12:23
3515824,43558795,5900,5900,3,2018/2/2 12:26
3515825,69979491,5250,5250,4,2018/2/2 12:39
3515826,32458636,5900,5900,3,2018/2/2 13:07
3515827,56766844,4600,3600,2,2018/2/2 13:41
3515828,61981706,7100,7100,3,2018/2/2 13:49
3515829,36213025,2050,1050,3,2018/2/2 13:54
3515830,70561332,6200,6200,3,2018/2/2 14:05
3515831,70518957,15600,15600,4,2018/2/2 14:07
3515832,68549693,4700,3700,2,2018/2/2 14:09
3515833,68825391,5500,5500,12,2018/2/2 14:16
3515834,42877432,5600,5600,3,2018/2/2 14:23
3515834,42877432,5600,5600,3,2018/2/2 14:23
3515836,17571319,5950,6950,9,2018/2/2 14:58
3515837,57603905,5100,5100,3,2018/2/2 15:01
3515838,33062020,5500,6000,3,2019/2/28 16:00
3515839,68243665,10501,10501,5,2019/3/1 4:28
3515840,94379353,4800,4800,2,2019/2/28 16:12
3515841,90021687,5400,4400,2,2019/2/28 16:14
3515842,99746435,11600,11600,3,2019/2/28 16:42
3515843,84789381,2000,1000,2,2019/2/28 17:13
3515844,13262116,4400,3400,2,2019/2/28 17:21
3515845,47682034,11300,11300,6,2019/2/28 20:08
3515846,96202118,13200,13200,2,2019/2/28 20:51
3515847,27786501,5200,5700,4,2019/2/28 21:42
3515848,90931867,5200,5700,3,2019/2/28 22:21
3515849,95319140,4800,4800,4,2019/2/28 22:24
3515850,14376556,5000,5000,3,2019/2/28 23:12
3515851,41908728,5300,6800,3,2019/2/28 23:27
3515852,85267296,5800,5800,3,2019/3/1 0:05
3515853,50492442,5400,4400,2,2019/3/1 0:11
3515854,51123795,8650,8650,5,2019/3/1 0:19
3515855,99125684,4400,3400,2,2019/3/1 0:40
3515856,87235517,5400,4400,2,2019/3/1 0:56
3515857,69423572,6400,6400,3,2019/3/1 1:02
3515858,80954585,4800,4800,2,2019/3/1 1:15
3515859,34751290,5500,6000,3,2019/3/1 1:16
3515860,54138058,4100,5100,3,2019/3/1 1:18
3515861,32599603,5000,5000,3,2019/3/1 1:26
3515862,99908338,5200,5700,2,2019/3/1 1:29
3515863,69116058,11400,11400,4,2019/3/1 1:37
3515864,13998287,4800,4800,2,2019/3/1 1:38
3515865,68603109,5200,5700,2,2019/3/1 1:44
3515866,39286815,11900,12900,9,2019/3/1 1:53
3515867,95127073,5380,5880,3,2019/3/1 2:00
3515868,58692097,5700,5700,2,2019/3/1 2:01
3515869,84050150,6200,6200,3,2019/3/1 2:05
3515870,75526594,6400,6400,3,2019/3/1 2:17
3515871,64933052,4800,4800,2,2019/3/1 2:19
3515872,28564268,5700,5700,2,2019/3/1 2:21
3515873,99675297,2400,1400,2,2019/3/1 2:28
3515874,7726896,6300,6800,5,2019/3/1 2:40
3515875,67798799,4400,3400,2,2019/3/1 2:55
3515876,99890386,4800,4800,2,2019/3/1 2:59
3515877,85765682,12700,13200,2,2019/3/1 3:06
3515878,89852309,5700,5700,2,2019/3/1 3:46
3515879,94755098,4800,4800,2,2019/3/1 4:06
3515880,97905249,8400,8400,5,2019/3/1 4:29
3515881,99865228,5400,4400,2,2019/3/1 4:37
3515882,16322473,4800,4800,2,2019/3/1 4:38
3515883,94584603,7700,8200,6,2019/3/1 4:40
3515884,99919041,24600,24600,5,2019/3/1 4:43
3515885,52162253,6000,6500,4,2019/3/1 4:57
3515886,64317815,4800,4800,2,2019/3/1 5:05
3515887,11947591,14700,14700,2,2019/3/1 5:07
3515888,99115160,5500,5500,4,2019/3/1 5:12
3515889,29272931,5800,5800,3,2019/3/1 5:17
3515890,79008345,2500,1500,2,2019/3/1 5:18
3515891,58341658,5700,5700,2,2019/3/1 5:19
3515892,94665521,4000,5000,4,2019/3/1 5:25
3515893,66818005,9600,9600,3,2019/3/1 5:29
3515894,87674546,13200,13200,2,2019/3/1 5:31
3515895,16621546,7300,7300,3,2019/3/1 6:12
3515896,86709145,5700,5700,2,2019/3/1 6:33
3515897,12906525,5300,5800,3,2019/3/1 7:06
3515898,16547834,7100,8100,6,2019/3/1 7:08
3515899,83604160,5400,4400,2,2019/3/1 7:25
3515900,53832893,5200,5700,4,2019/3/1 7:34
3515901,68443858,5400,5900,3,2019/3/1 7:40
3515902,99855969,4800,4800,2,2019/3/1 7:44
3515903,82441924,5600,5600,3,2019/3/1 7:46
3515904,89547660,5000,5000,3,2019/3/1 8:06
3515905,34468433,5350,5850,6,2019/3/1 8:10
3515906,74974842,10700,10700,3,2019/3/1 8:23
3515907,15175230,4800,4800,2,2019/3/1 8:28
3515908,12563262,5700,4700,2,2019/3/1 8:39
3515909,16970929,5200,5700,3,2019/3/1 8:42
3515910,99380520,7200,7200,3,2019/3/1 8:55
3515911,83483817,7950,8450,7,2019/3/1 9:00
3515912,99432137,7700,7700,2,2019/3/1 9:35
3515913,96202118,7300,7800,4,2019/3/1 9:45
3515914,92885922,6400,6400,3,2019/3/1 10:01
3515915,54906962,6000,6500,4,2019/3/1 10:33
3515916,99940149,4800,4800,2,2019/3/1 10:48
3515917,69571108,4800,4800,2,2019/3/1 10:39
3515918,26154957,5000,6000,2,2019/3/1 10:49
3515919,29697972,7700,7700,3,2019/3/1 11:15
3515920,99037994,4800,4800,2,2019/3/1 11:26
3515921,89106400,5200,5700,2,2019/3/1 11:51
3515922,99444428,8350,8350,5,2019/3/1 11:55
3515923,66285905,4300,4800,5,2019/3/1 12:05
3515924,47424411,4900,4900,6,2019/3/1 12:08
3515925,99817362,5700,5700,2,2019/3/1 12:35
3515926,51476563,5300,5800,4,2019/3/1 12:44
3515927,11423830,12900,12900,4,2019/3/1 12:47
3515928,94374786,5300,5800,4,2019/3/1 13:00
3515929,72056106,5400,4400,2,2019/3/1 12:56
3515930,99340554,9300,9800,3,2019/3/1 13:01
3515931,15703868,5500,6000,3,2019/3/1 13:03
3515932,82864312,2700,1700,2,2019/3/1 13:14
3515933,32985336,4800,4800,2,2019/3/1 13:17
3515934,76935267,16000,16000,8,2019/3/1 13:25
3515935,99474786,4400,5400,4,2019/3/1 13:29
3515936,57615610,5700,5700,3,2019/3/1 13:38
3515937,61267295,2801,4801,4,2019/3/1 13:43
3515938,71769547,4700,3700,2,2019/3/1 13:59
3515939,70132973,4800,4800,5,2019/3/1 14:11
3515940,62560024,9100,9600,4,2019/3/1 14:20
3515941,45281768,6600,7100,4,2019/3/1 14:20
3515942,94028230,7000,7000,3,2019/3/1 14:29
3515943,98746795,4801,4801,5,2019/3/1 14:32
3515944,79577658,5400,6400,3,2019/3/1 14:35
3515945,97880168,3800,4800,4,2019/3/1 14:41
3515946,23506883,4800,4800,2,2019/3/1 14:45
3515947,93405882,5400,4400,2,2019/3/1 14:53
3515948,77863531,4800,4800,2,2019/3/1 14:57
3515949,44132834,5480,5980,9,2019/3/1 14:57
3515950,99204333,6900,7400,7,2019/3/1 14:58
3515951,58157444,9700,9700,7,2019/3/1 14:58
3515952,98505628,5700,5700,2,2019/3/1 15:02
3515953,20647959,4400,3400,2,2019/3/1 15:04
3515954,40785161,4800,5800,6,2019/3/1 15:16
3515955,70291964,4900,4900,6,2019/3/1 15:16
3515956,96128920,4800,4800,2,2019/3/1 15:25
3515957,25875815,4800,4800,2,2019/3/1 15:26
3515958,87477861,2400,1400,2,2019/3/1 15:27
3515959,84454478,5350,5350,4,2019/3/1 15:29
3515960,91035787,5200,5200,3,2019/3/1 15:37
3515961,63469795,7400,8400,20,2019/3/1 15:48
3515962,89900543,4800,4800,2,2019/3/1 15:50
3515963,72949317,6750,7250,2,2019/3/1 15:56
3515964,45380727,4900,5900,3,2019/3/1 15:56
3515965,95789326,6200,6700,4,2019/3/1 15:56
3515966,99779602,3700,2700,2,2019/3/1 16:15
3515967,58520490,6300,6800,4,2019/3/1 16:19
3515968,58119528,4100,5100,4,2019/3/1 1:26
3515969,46235417,3880,4880,4,2019/3/1 16:26
3515970,56673974,4700,5700,3,2019/3/1 16:34
3515971,41917052,39400,39900,16,2019/3/1 16:51
3515972,98269635,11900,11900,5,2019/3/1 16:58
3515973,88267612,5201,5701,6,2019/3/1 19:59
3515974,53989963,4400,3400,2,2019/3/1 22:44
3515975,99930969,4800,4800,2,2019/3/1 23:22
3515976,48374111,5400,4400,2,2019/3/1 23:34
3515977,97540725,4400,3400,2,2019/3/2 0:02
3515978,43735534,7200,7700,2,2019/3/2 0:10
3515979,34364624,4800,4800,2,2019/3/2 0:36
3515980,77525086,5400,5900,4,2019/3/2 0:45
3515981,45261960,4900,4900,4,2019/3/2 0:47
3515982,58801565,5400,4400,2,2019/3/2 0:50
3515983,87743537,5700,5700,2,2019/3/2 1:05
3515984,87348248,8150,8650,4,2019/3/2 1:09
3515985,56173863,5700,5700,2,2019/3/2 1:11
3515986,41372528,5250,5750,4,2019/3/2 1:13
3515987,37424226,5700,6200,3,2019/3/2 1:33
3515988,99938319,5850,6350,3,2019/3/2 1:32
3515989,5304491,4800,4800,2,2019/3/2 1:35
3515990,43716526,7400,7400,8,2019/3/2 2:08
3515991,43551023,4800,4800,2,2019/3/2 2:02
3515992,39528521,19100,19600,3,2019/3/2 2:32
3515993,37470913,5500,5500,3,2019/3/2 2:36
3515994,73610223,4700,5700,2,2019/3/2 2:54
3515995,26900603,4800,4800,2,2019/3/2 2:56
3515996,34474622,4800,4800,2,2019/3/2 3:02
3515997,99626940,5300,5300,4,2019/3/2 3:08
3515998,24996821,6000,6000,3,2019/3/2 3:10
3515999,24546427,-200,4800,3,2019/3/2 3:23
3516000,42014636,5400,7400,3,2019/3/2 3:23
3516001,99948877,8400,8900,5,2019/3/2 3:25
3516002,82200612,4800,4800,2,2019/3/2 3:26
3516003,85849428,5340,5840,5,2019/3/2 3:38
3516004,82201321,6500,6500,4,2019/3/2 3:46
3516005,99934673,7200,7700,3,2019/3/2 3:59
3516006,21005175,5600,6100,3,2019/3/2 4:10
3516007,34444230,9900,10400,4,2019/3/2 4:12
3516008,57171362,5750,6250,4,2019/3/2 4:29
3516009,96105412,3800,4800,2,2019/3/2 4:44
3516010,56367999,3902,4902,7,2019/3/2 5:44
3516011,48736989,17200,17200,5,2019/3/2 4:49
3516012,83444781,5700,5700,2,2019/3/2 4:52
3516013,90176704,4300,4800,2,2019/3/2 5:03
3516014,89981952,9100,9600,4,2019/3/2 5:23
3516015,99380440,5700,5700,2,2019/3/2 5:41
3516016,99762262,12100,12100,5,2019/3/2 5:49
3516017,99986812,5400,5400,3,2019/3/2 5:58
3516018,100003286,4400,3400,2,2019/3/2 6:16
3516019,29985136,2200,1200,2,2019/3/2 6:17
3516020,99727142,5500,5500,5,2019/3/2 6:39
3516021,35696188,4800,4800,2,2019/3/2 7:32
3516022,41285656,5700,5700,2,2019/3/2 7:40
3516023,100008750,5400,4400,2,2019/3/2 7:41
3516024,24814275,9100,9600,4,2019/3/2 8:05
3516025,98506702,6800,7300,3,2019/3/2 8:40
3516026,94408114,5700,4700,2,2019/3/2 8:30
3516027,75134271,6000,6500,3,2019/3/2 8:35
3516028,21041931,5800,6300,4,2019/3/2 8:39
3516029,56717921,4100,5100,7,2019/3/2 8:47
3516030,57548623,4900,4900,4,2019/3/2 8:58
3516031,39152768,5200,5200,3,2019/3/2 9:07
3516032,99837332,5700,4700,2,2019/3/2 9:10
3516033,63689668,4500,5500,3,2019/3/2 9:14
3516034,28986728,5200,5700,2,2019/3/2 9:14
3516035,90642738,4500,5500,3,2019/3/2 9:19
3516036,34273624,5700,5700,6,2019/3/2 9:21
3516037,96011728,5240,6240,8,2019/3/2 9:22
3516038,43219054,7700,7700,3,2019/3/2 9:33
3516039,78138570,4800,4800,2,2019/3/2 9:49
3516040,57494904,12200,12700,2,2019/3/2 9:51
3516041,70378807,21500,21500,4,2018/2/2 15:30
3516042,70429513,8000,8000,4,2018/2/2 16:01
3516043,54067718,10400,10400,11,2018/2/2 16:07
3516044,57544194,5301,6301,5,2018/2/2 16:20
3516045,70350681,9000,9000,6,2018/2/2 16:49
3516046,70564526,5400,5400,4,2018/2/3 0:16
3516047,59769613,9500,9500,3,2018/2/3 0:27
3516048,65830717,5700,5700,2,2018/2/3 1:12
3516049,41868548,16400,16400,7,2018/2/3 1:25
3516050,69202772,3600,2600,6,2018/2/3 1:59
3516051,38708714,3400,3400,2,2018/2/3 2:14
3516052,53006804,5000,5000,3,2018/2/3 2:34
3516053,70485493,10700,10700,8,2018/2/3 2:57
3516054,10145347,6250,7250,2,2018/2/3 3:05
3516055,52777098,4600,5600,3,2018/2/3 3:09
3516056,59604479,5100,5100,3,2018/2/3 3:11
3516057,28263430,5700,5700,2,2018/2/3 3:12
3516058,30460436,5200,5200,5,2018/2/3 3:16
3516059,29685560,6200,6200,6,2018/2/3 3:31
3516060,59927626,6200,6200,3,2018/2/3 3:57
3516061,70564255,5200,5200,3,2018/2/3 4:23
3516062,48002934,6200,6200,3,2018/2/3 4:28
3516063,68680910,5600,5600,5,2018/2/3 4:29
3516064,46736216,5200,6200,3,2018/2/3 4:33
3516065,68003731,6200,6200,4,2018/2/3 4:54
3516066,70116717,5100,5100,3,2018/2/3 5:14
3516067,65091652,10900,10900,7,2018/2/3 5:16
3516068,55292705,6100,6100,3,2018/2/3 5:30
3516069,33346932,0,10000,10,2018/2/3 5:56
3516070,33346932,400,1400,2,2018/2/3 5:57
3516071,70550574,4850,4850,4,2018/2/3 6:13
3516073,67910938,2300,1300,3,2018/2/3 6:27
3516074,69997306,7600,7600,4,2018/2/3 6:57
3516075,70611673,26200,26200,7,2018/2/3 7:15
3516076,46061624,5100,5100,5,2018/2/3 7:42
3516077,32228059,4890,4890,6,2018/2/3 7:53
3516078,45058861,4300,3300,3,2018/2/3 8:12
3516079,98833471,4800,4800,2,2019/3/2 10:01
3516080,86358580,5200,5700,7,2019/3/2 10:04
3516081,80999087,5100,5600,4,2019/3/2 10:08
3516082,36652846,6200,6700,2,2019/3/2 10:10
3516083,61577131,5000,5000,3,2019/3/2 10:15
3516084,94896682,12000,12500,5,2019/3/2 10:32
3516085,100017528,7300,7300,3,2019/3/2 10:37
3516086,79203807,5200,5700,2,2019/3/2 10:40
3516087,58142310,5000,5000,3,2019/3/2 10:49
3516088,92995652,13200,13200,2,2019/3/2 11:02
3516089,35236136,8200,8200,5,2019/3/2 11:14
3516090,45908099,6400,6400,3,2019/3/2 11:18
3516091,40072847,4700,5700,2,2019/3/2 11:36
3516092,26947931,4930,4930,5,2019/3/2 11:42
3516093,97817228,4800,4800,2,2019/3/2 11:53
3516094,97817228,4700,3700,2,2019/3/2 11:54
3516095,56017502,12900,12900,5,2019/3/2 11:58
3516096,61301096,13200,13700,4,2019/3/2 12:07
3516097,53292840,10200,10700,3,2019/3/2 12:20
3516098,37213227,5700,5700,2,2019/3/2 12:43
3516099,99374417,7900,8400,3,2019/3/2 12:47
3516100,51027051,4800,4800,2,2019/3/2 12:49
3516101,99267235,5400,4400,2,2019/3/2 12:52
3516102,62922112,5100,5600,4,2019/3/2 13:05
3516103,98023920,11300,11800,3,2019/3/2 13:10
3516104,99650946,5200,5700,2,2019/3/2 13:11
3516105,88562421,4800,4800,2,2019/3/2 13:13
3516106,91138865,4400,3400,2,2019/3/2 13:15
3516107,41325730,5700,5700,2,2019/3/2 13:15
3516108,98519906,4800,4800,2,2019/3/2 13:16
3516109,85838137,3800,4800,2,2019/3/2 13:20
3516110,39053353,5200,5700,2,2019/3/2 13:23
3516111,42183121,4800,4800,2,2019/3/2 13:28
3516112,17696353,5400,4400,2,2019/3/2 13:33
3516113,83034477,13400,13900,3,2019/3/2 13:48
3516114,33616413,3300,2300,3,2019/3/2 13:48
3516115,88375340,4800,4800,2,2019/3/2 13:49
3516116,61449582,4400,3400,2,2019/3/2 13:52
3516117,67713610,5600,5600,3,2019/3/2 13:55
3516118,12842057,5200,5700,2,2019/3/2 14:06
3516119,96933239,5400,4400,2,2019/3/2 14:05
3516120,96771521,4800,4800,2,2019/3/2 14:06
3516121,31215694,4701,5701,3,2019/3/2 14:08
3516122,99089334,4800,4800,3,2019/3/2 14:11
3516123,34388798,7200,7700,2,2019/3/2 14:18
3516124,66808981,7400,7400,3,2019/3/2 14:24
3516125,56242281,5700,5700,2,2019/3/2 14:27
3516126,88172330,5400,4400,2,2019/3/2 14:30
3516127,96926757,4400,3400,2,2019/3/2 14:33
3516128,70878041,4800,4800,2,2019/3/2 15:01
3516129,49214438,5100,5600,5,2019/3/2 15:05
3516130,100044248,6000,6000,3,2019/3/2 15:10
3516131,80211119,5200,5700,2,2019/3/2 15:15
3516132,81368531,6700,7700,2,2019/3/2 15:18
3516133,55290433,5700,5700,2,2019/3/2 15:20
3516134,90772353,5200,5700,2,2019/3/2 15:28
3516135,61650310,4400,3400,2,2019/3/2 15:24
3516136,89558507,4400,3400,2,2019/3/2 15:24
3516137,26989253,5300,5300,3,2019/3/2 15:39
3516138,54482446,4800,4800,2,2019/3/2 15:43
3516139,38661832,7600,8100,3,2019/3/2 15:44
3516140,90513880,3800,4800,3,2019/3/2 15:45
3516141,99690957,12700,13200,2,2019/3/2 15:50
3516142,100037911,5200,5200,3,2019/3/2 15:55
3516143,90499123,7400,7400,3,2019/3/2 15:52
3516144,95196805,13700,14200,9,2019/3/2 15:53
3516145,71461338,5800,5800,3,2019/3/2 16:05
3516146,56915791,5300,5800,9,2019/3/2 16:06
3516147,96213490,3800,2800,4,2019/3/2 16:15
3516148,100045305,42300,42300,11,2019/3/2 16:15
3516149,99541152,5400,4400,2,2019/3/2 16:16
3516150,87958514,15300,15800,10,2019/3/2 16:27
3516151,99201535,5400,5400,3,2019/3/2 16:46
3516152,32100180,6400,6400,3,2019/3/2 16:55
3516153,55593724,5700,5700,2,2019/3/2 17:03
3516154,72900495,4400,3400,2,2019/3/2 21:20
3516155,66368360,4800,4800,2,2019/3/2 22:24
3516156,51511810,4380,5380,3,2019/3/2 22:34
3516157,91274272,6400,6400,3,2019/3/2 22:57
3516158,40347278,4800,4800,2,2019/3/2 23:01
3516159,71975339,5300,5300,3,2019/3/2 23:18
3516160,53201142,5400,4400,2,2019/3/2 23:35
3516161,92068224,4400,3400,2,2019/3/2 23:57
3516162,100012975,10700,10700,3,2019/3/3 0:06
3516163,97780751,4800,4800,4,2019/3/3 0:07
3516164,28338574,5200,5700,2,2019/3/3 0:32
3516165,97635004,4400,3400,2,2019/3/3 0:38
3516166,56576604,7300,7300,3,2019/3/3 0:42
3516167,79584342,4800,4800,2,2019/3/3 0:51
3516168,97069024,4800,4800,2,2019/3/3 0:52
3516169,89899482,4800,4800,2,2019/3/3 1:00
3516170,91706758,4900,4900,3,2019/3/3 1:10
3516171,82264659,17900,17900,3,2019/3/3 1:12
3516172,89006023,6400,6400,3,2019/3/3 1:16
3516173,100036316,4800,4800,2,2019/3/3 1:31
3516174,52397545,5800,5800,6,2019/3/3 1:32
3516175,60192076,4400,3400,2,2019/3/3 1:34
3516176,75704708,10600,11600,3,2019/3/3 1:48
3516177,25474089,14100,14100,5,2019/3/3 1:53
3516178,97645091,4400,3400,2,2019/3/3 1:55
3516179,86851659,6200,6200,3,2019/3/3 2:04
3516180,-3022779,24300,24300,11,2019/3/3 2:04
3516181,91126600,4400,3400,2,2019/3/3 2:05
3516182,58764027,6300,6300,5,2019/3/3 2:14
3516183,100066963,5700,5700,2,2019/3/3 2:25
3516184,16095950,7700,8200,4,2019/3/3 2:27
3516185,66009614,8100,8100,3,2019/3/3 2:33
3516186,9238070,7600,7600,3,2019/3/3 2:38
3516187,35751237,5400,4400,2,2019/3/3 2:41
3516188,98882424,4800,4800,2,2019/3/3 2:48
3516189,100065315,6700,7200,3,2019/3/3 3:04
3516190,67353245,3900,4900,5,2019/3/3 2:58
3516191,81884291,4851,5851,6,2019/3/3 3:06
3516192,75815822,4800,4800,2,2019/3/3 2:01
3516193,96852150,4800,4800,2,2019/3/3 3:01
3516194,51009335,2800,1800,2,2019/3/3 3:03
3516195,46230416,4800,4800,2,2019/3/3 3:03
3516196,55525,11300,11800,5,2019/3/3 3:05
3516197,71007708,5000,5000,3,2019/3/3 3:08
3516198,54199318,5500,6000,5,2019/3/3 3:10
3516199,75709921,12200,13200,2,2019/3/3 3:11
3516200,76433381,5000,5000,4,2019/3/3 3:20
3516201,76915299,5000,4000,3,2019/3/3 3:24
3516202,98447031,3800,4800,2,2019/3/3 3:24
3516203,88812426,10001,10501,4,2019/3/3 3:39
3516204,63841416,7700,7700,2,2019/3/3 3:43
3516205,70068918,4800,4800,3,2019/3/3 3:44
3516206,71103535,5700,5700,5,2019/3/3 3:50
3516207,15822734,4900,4900,3,2019/3/3 3:55
3516208,100003239,5400,5900,3,2019/3/3 4:01
3516209,63279156,8000,8500,5,2019/3/3 4:04
3516210,99367297,5200,5700,2,2019/3/3 4:06
3516211,40881670,4400,3400,2,2019/3/3 4:09
3516212,84558164,5300,5300,3,2019/3/3 4:08
3516213,99189419,3800,4800,2,2019/3/3 4:26
3516214,96802178,6500,7000,3,2019/3/3 4:36
3516215,97893289,6100,6600,3,2019/3/3 4:44
3516216,16192936,5600,5600,3,2019/3/3 4:44
3516217,34828077,9400,10400,8,2019/3/3 4:50
3516218,43611322,5200,5700,2,2019/3/3 4:56
3516219,75289418,5100,5600,3,2019/3/3 5:08
3516220,84726291,16200,16700,6,2019/3/3 5:28
3516221,53814409,15100,15100,3,2019/3/3 5:37
3516222,97473948,8370,8370,5,2019/3/3 6:06
3516223,83622279,4600,4600,3,2019/3/3 6:22
3516224,49637409,6400,6400,3,2019/3/3 6:24
3516225,96064164,14900,14900,3,2019/3/3 6:31
3516226,80173648,5800,5800,3,2019/3/3 6:32
3516227,73616977,5400,4400,2,2019/3/3 6:35
3516228,12918755,5100,5100,3,2019/3/3 6:37
3516229,72583531,5200,5200,3,2019/3/3 6:44
3516230,97591673,13800,13800,5,2019/3/3 6:48
3516231,97607239,5800,5800,3,2019/3/3 6:59
3516232,29316696,4800,4800,2,2019/3/3 7:07
